page_id,lesson_id,page_NO,text,image_NO,layout
u13_l8_p1,u13_l8,1,"howは「どのように？」って
手段とか様子を聞きたい時に使う。",13-8-1,image_top
u13_l8_p2,u13_l8,2,"How do you go to school?
どうやって学校に行ってるの？",13-8-2-1,image_top
u13_l8_p3,u13_l8,3,「どのように？」が聞きたいから最初にHowを言って、次に疑問文。,13-8-2-2,image_top
u13_l8_p4,u13_l8,4,ほかの疑問詞と一緒だね。,13-8-2-2,image_top
u13_l8_p5,u13_l8,5,"How 
どう？",13-8-2-3,image_top
u13_l8_p6,u13_l8,6,"is  your new job?
新しい仕事は。",13-8-2-4,image_top
u13_l8_p7,u13_l8,7,そしてここから、Howの個性が垣間見える,13-8-2-4,image_top
u13_l8_p8,u13_l8,8,"Howに様子を表す言葉をくっつけると、
「どれくらい？」の意味になる。",13-8-2-4,image_top
u13_l8_p9,u13_l8,9,"How much time do you have?
どれくらい時間ある？",13-8-3-1,image_top
u13_l8_p10,u13_l8,10,"How many apples do you have?
いくつのりんごを、持っていますか？",13-8-3-2,image_top
u13_l8_p11,u13_l8,11,"How tall is he? 
彼はどれくらい背が高い？（身長は？）",13-8-3-3,image_top
u13_l8_p12,u13_l8,12,使い方無限大。,13-8-3-3,image_top
u13_l8_p13,u13_l8,13,どんどん使って、程度を表す感覚を身につけよう！,13-8-3-3,image_top
