page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u2_l4_p1,u2_l4,1,"最初に
「可算」と「不可算」
っていう
言葉の説明するよ。",,,2-4-1,image_top
u2_l4_p2,u2_l4,2,"「りんご」とか
数えられるものを
可算名詞（かさんめいし）
と言って、",,,2-4-2,image_top
u2_l4_p3,u2_l4,3,"数えられないものを
不可算名詞（ふかさんめいし）
というよ。",,,2-4-2,image_top
u2_l4_p4,u2_l4,4,"数えられないってのは
形のない水とか
素材とか
種類とか概念とか。",,,2-4-2,image_top
u2_l4_p5,u2_l4,5,"「サッカーがひとつ」とか
「空気がひとつ」とか
言わないでしょ？",,,2-4-3,image_top
u2_l4_p6,u2_l4,6,そういうものが「不可算名詞」。,,,2-4-3,image_top
u2_l4_p7,u2_l4,7,"これには、「a」をつけたり
複数形にしたりはしない。",,,2-4-4,image_top
u2_l4_p8,u2_l4,8,何もつけなくてもOK！,,,2-4-4,image_top
u2_l4_p9,u2_l4,9,"サッカーとかコーヒーは
不可算名詞…
リンゴとかペンは
可算名詞…
っていうふうに",,,2-4-5,image_top
u2_l4_p10,u2_l4,10,覚えようとしなくてOK。,,,2-4-5,image_top
u2_l4_p11,u2_l4,11,"なぜって、
コーヒーだって
カップに入っていれば",,,2-4-6,image_top
u2_l4_p12,u2_l4,12,"数えらえるから
「a coffee」とか
「two coffees」って
言ってもいいんだ。",,,2-4-6,image_top
u2_l4_p13,u2_l4,13,（正確にはa cup of coffee だけどね）,,,2-4-6,image_top
u2_l4_p14,u2_l4,14,"何が言いたいかを頭の中に
思い浮かべてから、",,,2-4-6,image_top
u2_l4_p15,u2_l4,15,"数えられそうだったら
「a」とかつけちゃってOK。",,,2-4-6,image_top
u2_l4_p16,u2_l4,16,"ネイティブの人からすれば、
「それには a つけないよー」
ってのも
あるかもだけど",,,2-4-7,image_top
u2_l4_p17,u2_l4,17,"それは上級者になってから
修正すればOKな気持ちで",,,2-4-7,image_top
u2_l4_p18,u2_l4,18,どんどん使っていこう！,,,2-4-7,image_top
