page_id,lesson_id,page_NO,text,image_NO,layout
u38_l1_p1,u38_l1,1,"このUNITでは、
「丁寧な言い方」を見ていくよ。",38-1-1,image_top
u38_l1_p2,u38_l1,2,"英語には、日本語みたいな
敬語・丁寧語・謙譲語のシステムはない。",38-1-2-1,image_top
u38_l1_p3,u38_l1,3,じゃあ英語はみんなタメ口かっていうと、そうじゃない。,38-1-2-2,image_top
u38_l1_p4,u38_l1,4,"ちゃんと「丁寧さ」はあって、
それは「遠回しな言い方」で作る。",38-1-2-2,image_top
u38_l1_p5,u38_l1,5,"実はこれ、日本語も一緒。
「窓開けて」より",38-1-3-1,image_top
u38_l1_p6,u38_l1,6,「窓、開けてもらえるかな？」のほうがやわらかいでしょ？,38-1-3-2,image_top
u38_l1_p7,u38_l1,7,さらに丁寧にすると、「すみませんが、窓を開けていただけますか？」,38-1-3-3,image_top
u38_l1_p8,u38_l1,8,さらにいくと、「あの、、もしよかったら、窓を開けてもらえると助かります…。あ、でも寒かったらいいです、大丈夫です！」,38-1-3-4,image_top
u38_l1_p9,u38_l1,9,遠回しにすると、距離ができて、丁寧になる。この感覚は日本語も英語もおんなじ。,38-1-3-4,image_top
u38_l1_p10,u38_l1,10,"日本人が英語を使いづらいのってさ、
この「クッションのことば」を知らないからっての、大きいと思う",38-1-4,image_top
u38_l1_p11,u38_l1,11,学校英語ではあんまり出てこなかったりするし。（慣れるくらいたくさんは出てこない。）,38-1-4,image_top
u38_l1_p12,u38_l1,12,話しかけたいけど、初対面の人にクッションなしにぐいぐい行くのってちょっと怖いよね。,38-1-4,image_top
u38_l1_p13,u38_l1,13,"だから今回は、それを仕入れよう。
日本語の感覚のまま言えば、ちゃんと丁寧になるよ。",38-1-4,image_top
u38_l1_p14,u38_l1,14,"今回の流れはこんな感じ。
① 助動詞でやわらかく（前にやったやつの復習）",38-1-5-1,image_top
u38_l1_p15,u38_l1,15,② 友だちにも使えるクッション（これがメイン！）,38-1-5-2,image_top
u38_l1_p16,u38_l1,16,③ もう一段かしこまりたいとき（おまけ）,38-1-5-3,image_top
u38_l1_p17,u38_l1,17,それじゃ、いってみよー！,38-1-5-3,image_top
