page_id,lesson_id,page_NO,text,image_NO,layout
u31_l2_p1,u31_l2,1,"まずは間接疑問文。
名前は難しそうだけど、中身はシンプルだよ。",31-2-1,image_top
u31_l2_p2,u31_l2,2,"これは、疑問詞のかたまりを文の中に入れて、
説明パーツにしちゃうんだ。",31-2-1,image_top
u31_l2_p3,u31_l2,3,"I know where he is.
彼がどこにいるか、知ってるよ。",31-2-2-1,image_top
u31_l2_p4,u31_l2,4,"頭から読んでみよう。
I know …（私は知ってる。）",31-2-2-2,image_top
u31_l2_p5,u31_l2,5,"何を知っているか→
where（どこに）he is（彼がいるのか）。",31-2-2-3,image_top
u31_l2_p6,u31_l2,6,疑問詞の塊は、私が知っていることはなにか？を説明する、ただの説明パーツになってる。,31-2-2-4,image_top
u31_l2_p8,u31_l2,8,ここで、気を付けることは、,31-2-2-4,image_top
u31_l2_p9,u31_l2,9,"ふつうの疑問文だと Where is he? って、
is が前に飛び出してくるよね。",31-2-2-5,image_top
u31_l2_p10,u31_l2,10,あの逆転は、いわば「普通じゃない」語順。,31-2-2-6,image_top
u31_l2_p11,u31_l2,11,"じつは『この疑問に答えて！』っていう、
アピールの合図なんだ。",31-2-2-7,image_top
u31_l2_p12,u31_l2,12,"でも間接疑問文は、質問してるんじゃなくて、
ただ説明してるだけ。",31-2-2-7,image_top
u31_l2_p13,u31_l2,13,"だから is he みたいな逆転は起きなくて、
where he is ってなる。",31-2-2-7,image_top
u31_l2_p16,u31_l2,16,"I don't know what she wants.
彼女は何が欲しいのか、私は知らない。",31-2-3-1,image_top
u31_l2_p14,u31_l2,14,これも疑問詞の疑問文と比べてみよう。,31-2-3-1,image_top
u31_l2_p15,u31_l2,15,"What does she want?（彼女は何がほしいの？）
この does sheも、『答えて！』の合図なんだ。",31-2-3-2,image_top
u31_l2_p17,u31_l2,17,"間接疑問文のほうは、普通の語順、she wants.になってる。
ちゃんと三単現のsも健在。",31-2-3-3,image_top
u31_l2_p18,u31_l2,18,"『答えて！』の合図が要らなくなって、
ただの説明の形になる。これが間接疑問文だよ。",31-2-3-3,image_top
