page_id,lesson_id,page_NO,text,image_NO,layout
u30_l1_p1,u30_l1,1,"このUNITでは、to不定詞を使った
便利な言い回しを一気に紹介するよ。",30-1-1,image_top
u30_l1_p2,u30_l1,2,to不定詞ってのは「to ＋ 動詞の原形」のことだね。,30-1-1,image_top
u30_l1_p3,u30_l1,3,"I want to eat.（食べたい）
みたいに使うやつ。",30-1-1,image_top
u30_l1_p4,u30_l1,4,今までやってきたのとちょっと違うパターン5つを、まずはダイジェストで見ていこう！,30-1-1,image_top
u30_l1_p5,u30_l1,5,（to不定詞じゃないやつもちょいちょい出てくるけどね）,30-1-1,image_top
u30_l1_p6,u30_l1,6,"① want 人 to 不定詞
人に〇〇してもらいたい、って表現。",30-1-2-1,image_top
u30_l1_p7,u30_l1,7,"I want you to come to my party.
あなたにパーティーに来てほしいな。",30-1-2-2,image_top
u30_l1_p8,u30_l1,8,"②△△ enough to 不定詞
「十分、△△だ」って表現。",30-1-3-1,image_top
u30_l1_p9,u30_l1,9,"He is old enough to drive.
彼はもう運転できる歳だ。",30-1-3-2,image_top
u30_l1_p10,u30_l1,10,"③ too 〇〇 to 不定詞
これは前にもやったね。",30-1-4-1,image_top
u30_l1_p11,u30_l1,11,"I'm too tired to walk.
疲れすぎて歩けない。",30-1-4-2,image_top
u30_l1_p12,u30_l1,12,あとでこれと似たような別の表現も紹介するよ,30-1-4-2,image_top
u30_l1_p13,u30_l1,13,"④ ～～ so that ～～
「～、そのため、～」という表現。",30-1-5-1,image_top
u30_l1_p14,u30_l1,14,"I study hard so that I can pass the exam.
試験に受かるように、一生懸命勉強してる。",30-1-5-2,image_top
u30_l1_p15,u30_l1,15,これはto不定詞と似ていて、よくto不定詞に置き換えられるから、このUnitで取り上げるよ,30-1-5-2,image_top
u30_l1_p16,u30_l1,16,"⑤ to be ～～
to不定詞と受動態の合わせ技。",30-1-6-1,image_top
u30_l1_p17,u30_l1,17,"I want to be praised.
ほめられたい。",30-1-6-2,image_top
u30_l1_p18,u30_l1,18,どれも会話でめっちゃ使う便利なやーつ。,30-1-6-2,image_top
u30_l1_p19,u30_l1,19,それじゃあ1個目からいくよー！,30-1-6-2,image_top
