page_id,lesson_id,page_NO,text,image_NO,layout
u18_l5_p1,u18_l5,1,お次はこの3つの接続詞をみていくよ。,18-5-1,image_top
u18_l5_p2,u18_l5,2,"「because」
これは理由を表す接続詞。",18-5-2-1,image_top
u18_l5_p3,u18_l5,3,"I stayed home because it was raining.
雨だったので家にいた。",18-5-2-2,image_top
u18_l5_p4,u18_l5,4,becauseの塊が、理由の部分だね。,18-5-2-3,image_top
u18_l5_p5,u18_l5,5,"このレッスンで紹介する接続詞は
ただ繋ぐだけじゃなくて、",18-5-2-3,image_top
u18_l5_p6,u18_l5,6,"〇〇だから、こうした
〇〇だったら、こうする
みたいに、",18-5-2-3,image_top
u18_l5_p7,u18_l5,7,「理由部分」と「実際どうした部分」って感じで繋ぐよ。,18-5-2-4,image_top
u18_l5_p8,u18_l5,8,もうちょっとbecauseを見ていこう。,18-5-2-4,image_top
u18_l5_p9,u18_l5,9,"Because it was raining, I stayed home.
雨だったので家にいた。
これでもOK！",18-5-2-6,image_top
u18_l5_p10,u18_l5,10,さっきと同じ意味だけど、Becauseの塊を先に持ってきたバージョン。,18-5-2-6,image_top
u18_l5_p11,u18_l5,11,"これと似た使い方ができるのが、「if」
「もし」って意味。
条件分岐だ。",18-5-3-1,image_top
u18_l5_p12,u18_l5,12,"I'll stay home if it rains tomorrow.
もし明日雨なら家にいるよ。",18-5-3-1,image_top
u18_l5_p13,u18_l5,13,"「if」の塊が
条件を示しているよ。",18-5-3-2,image_top
u18_l5_p14,u18_l5,14,"If it rains tomorrow, I'll stay home.
もし明日雨なら家にいるよ。",18-5-3-3,image_top
u18_l5_p15,u18_l5,15,"ifの塊の中は、未来のことでも、
未来のことを言うwill
はつけなくてOK！",18-5-3-4,image_top
u18_l5_p16,u18_l5,16,ifの塊は「条件」だから、「未来」扱いじゃないんだって。,18-5-3-5,image_top
u18_l5_p17,u18_l5,17,もうひとつ、よく使われる接続詞を紹介するね。,18-5-3-5,image_top
u18_l5_p18,u18_l5,18,"though
「〜だけど、〇〇した」っていう逆接の接続詞だよ。",18-5-4-1,image_top
u18_l5_p19,u18_l5,19,"Though it was raining, we went out.
雨だったけれど出かけた。",18-5-4-2,image_top
u18_l5_p20,u18_l5,20,"We went out though it was raining.
雨だったけれど出かけた。",18-5-4-3,image_top
u18_l5_p21,u18_l5,21,thoughの面白いところは、ちょこんと最後につけて意味を足せるとこ。,18-5-5-1,image_top
u18_l5_p22,u18_l5,22,"I don't like horror movies. 
ホラー映画は好きじゃない。",18-5-5-2,image_top
u18_l5_p23,u18_l5,23,"This one was good, though.
…これは良かったけどね。

こんなかんじ。",18-5-5-3,image_top
u18_l5_p24,u18_l5,24,これは会話でよく出てくる、ちょっとこなれた英語って感じ！,18-5-5-3,image_top
