page_id,lesson_id,page_NO,text,image_NO,layout
u37_l1_p1,u37_l1,1,"今回は、あいさつや相づち、返事を一気に紹介するよ。
とにかく「そういうものだ」と思って、慣れるべし！",37-1-1,image_top
u37_l1_p2,u37_l1,2,（「こんにちは」に、文法もなにもないもんね。それと一緒。）,37-1-1,image_top
u37_l1_p3,u37_l1,3,まずは、会ったときの声かけ。日本語でいう、「元気～？」とか「どう最近？」にあたる。,37-1-3-1,image_top
u37_l1_p4,u37_l1,4,How are you?,37-1-3-2,image_top
u37_l1_p5,u37_l1,5,How are you doing?,37-1-3-3,image_top
u37_l1_p6,u37_l1,6,How's it going?,37-1-3-4,image_top
u37_l1_p7,u37_l1,7,What's up?,37-1-3-5,image_top
u37_l1_p8,u37_l1,8,「元気～？」って聞かれたら、とりたてて元気じゃなくてもとりあえず「元気ー」とか「まあね～」って言っとけばOK。,37-1-3-5,image_top
u37_l1_p9,u37_l1,9,基本的にI'm OK.って言っておけばいい。,37-1-3-6,image_top
u37_l1_p10,u37_l1,10,もしくはI'm good!,37-1-3-8,image_top
u37_l1_p11,u37_l1,11,慣れてきたらバリエーションを増やそう！,37-1-3-8,image_top
u37_l1_p12,u37_l1,12,次は、別れぎわのひとこと。日本だと、じゃあね、ばいばい、またねー、が定番だけど、英語も似た感じ。,37-1-4-1,image_top
u37_l1_p13,u37_l1,13,"See you!
じゃあね！",37-1-4-2,image_top
u37_l1_p14,u37_l1,14,"See you later!
またあとでね！",37-1-4-3,image_top
u37_l1_p15,u37_l1,15,"Catch you later!
またね！",37-1-4-4,image_top
u37_l1_p16,u37_l1,16,"Take care!
元気でねー",37-1-4-5,image_top
u37_l1_p17,u37_l1,17,そういわれたら、とりあえずSee you!って言うか、同じことをお返しすればOK。,37-1-4-6,image_top
u37_l1_p18,u37_l1,18,Take care!みたいに、思いやりの言葉をもらったら、You too!（あなたもね～）ってお返しするのもアリだよ。,37-1-4-7,image_top
u37_l1_p19,u37_l1,19,そして、お礼とその返し。,37-1-5-1,image_top
u37_l1_p20,u37_l1,20,"Thanks!
ありがとう！（軽い感じ）",37-1-5-2,image_top
u37_l1_p21,u37_l1,21,"Thanks a lot!
どうもありがとう！",37-1-5-3,image_top
u37_l1_p22,u37_l1,22,"Thank you so much!
本当にありがとう！（すごくしっかり感謝）",37-1-5-4,image_top
u37_l1_p23,u37_l1,23,返し方はいろいろあるけど、,37-1-5-4,image_top
u37_l1_p24,u37_l1,24,"You're welcome!
どういたしまして。（全然OKだよ！）",37-1-5-5,image_top
u37_l1_p25,u37_l1,25,"No worries!
気にしないで！",37-1-5-6,image_top
u37_l1_p26,u37_l1,26,"Sure thing!
いいよ！（当たり前のことしただけっすよ！）",37-1-5-7,image_top
u37_l1_p27,u37_l1,27,"Anytime!
またいつでもどうぞ！",37-1-5-8,image_top
u37_l1_p28,u37_l1,28,軽さとか丁寧さとかで使い分けるらしいけど、それはたくさん触れて経験がたまってから気にすればOK！,37-1-5-8,image_top
