page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u9_l5_p1,u9_l5,1,"今回は「as」と「for」を
紹介するよ。",,,9-5-1,image_top
u9_l5_p2,u9_l5,2,"まずは「as」
これは「＝」または「≒」の
意味に近い。",,,9-5-2-1,image_top
u9_l5_p3,u9_l5,3,"He works as a doctor.
彼は医者として働いている。
（役職・役割）",,,9-5-2-2,image_top
u9_l5_p4,u9_l5,4,"She sings as a pro.
彼女はプロのように歌う。
（～のように）",,,9-5-2-3,image_top
u9_l5_p5,u9_l5,5,"She is as tall as me.
彼女は私と同じくらい背が高い。
（同じくらい）",,,9-5-2-4,image_top
u9_l5_p6,u9_l5,6,"「＝」とか「≒」のイメージ、
感じられたかな？",,,9-5-2-4,image_top
u9_l5_p7,u9_l5,7,"次は「for」
これもいろんな場面で
つかわれるんだけど…",,,9-5-3-1,image_top
u9_l5_p8,u9_l5,8,"主に、2つのイメージ。
①手を差し伸べてるイメージ
②期間を示すイメージ",,,9-5-3-3,image_top
u9_l5_p9,u9_l5,9,"まずは手を差し伸べているイメージ。
This app is for beginners.
このアプリは、初心者のためのものです。
（～のために）",,,9-5-3-4,image_top
u9_l5_p10,u9_l5,10,"This is for you.
これ、あなたへ。
（あなたのための）",,,9-5-3-5,image_top
u9_l5_p11,u9_l5,11,次は「期間」のfor。,,,9-5-3-6,image_top
u9_l5_p12,u9_l5,12,"I studied for 2 hours.
私は2時間勉強した。
（期間）",,,9-5-3-7,image_top
u9_l5_p13,u9_l5,13,"そういえば
「for」と「to」はちょっとだけ
似てるところがある。",,,9-5-4-1,image_top
u9_l5_p14,u9_l5,14,"例えば、
This letter is to him.
This letter is for him.",,,9-5-4-2,image_top
u9_l5_p15,u9_l5,15,"どちらの文も、
この手紙は彼宛てのもの、
と言っている。",,,9-5-4-2,image_top
u9_l5_p16,u9_l5,16,"でも、toのほうは
ちょっと事務的。
矢印が向いているイメージ。",,,9-5-4-3,image_top
u9_l5_p17,u9_l5,17,"一方、forのほうは
心が向いているイメージ。",,,9-5-4-4,image_top
u9_l5_p18,u9_l5,18,"こうやって
「to」と「for」を比べたら、",,,9-5-4-4,image_top
u9_l5_p19,u9_l5,19,"「for」のイメージ、
つかみやすくなったかな？",,,9-5-4-4,image_top
u9_l5_p20,u9_l5,20,"さてさて、
これで今までにやった前置詞は
全部で14個！",,,0-0-0,image_top
u9_l5_p21,u9_l5,21,"実はここまでの前置詞で
ほとんどの会話がイケちゃう！",,,0-0-0,image_top
u9_l5_p22,u9_l5,22,"残りは、時間や位置関係を
表すものばかり。",,,0-0-0,image_top
u9_l5_p23,u9_l5,23,そんなに難しくないんだ！,,,0-0-0,image_top
u9_l5_p24,u9_l5,24,"また後のUnitで
いろいろ学ぼうね！",,,0-0-0,image_top
