page_id,lesson_id,page_NO,text,image_NO,layout
u26_l7_p1,u26_l7,1,"これらの否定文、
日本人の僕らはちょっと気をつけないといけない。",26-7-1,image_top
u26_l7_p2,u26_l7,2,"I really like it.
すごく好き！",26-7-2-1,image_top
u26_l7_p3,u26_l7,3,これの否定文は,26-7-2-1,image_top
u26_l7_p4,u26_l7,4,"I don't really like it.
なんだけど、",26-7-2-2,image_top
u26_l7_p5,u26_l7,5,"「すごく嫌い！」
ではない。",26-7-2-3,image_top
u26_l7_p6,u26_l7,6,"「すごく好き！…ってほどじゃないよ。」
…って感じ。",26-7-2-4,image_top
u26_l7_p7,u26_l7,7,つまり、そこまで好きじゃないってこと。,26-7-2-4,image_top
u26_l7_p8,u26_l7,8,これが、会話ではめっちゃ使える。,26-7-2-4,image_top
u26_l7_p9,u26_l7,9,「〇〇って好き？」ってルンルンで聞かれた時に,26-7-2-4,image_top
u26_l7_p10,u26_l7,10,「嫌いではないんだけど、好きってほどではないよなぁ」,26-7-2-4,image_top
u26_l7_p11,u26_l7,11,ってこと、よくある。でも嫌いってわけじゃない。,26-7-2-4,image_top
u26_l7_p12,u26_l7,12,Do you like dogs?,26-7-3-1,image_top
u26_l7_p13,u26_l7,13,"Not really. I don't really like it.
あんまりかな。そこまで好きじゃないかな。",26-7-3-2,image_top
u26_l7_p14,u26_l7,14,特に　Not really.　はすごくよく聞く。,26-7-3-2,image_top
u26_l7_p15,u26_l7,15,否定的にならずにやんわりと言う、使い勝手のいい表現だね！,26-7-3-2,image_top
u26_l7_p16,u26_l7,16,ちなみに完全否定するときはこれ。,26-7-4,image_top
u26_l7_p17,u26_l7,17,"😄 I don't like it at all.
全然好きじゃない。",26-7-4,image_top
