page_id,lesson_id,page_NO,text,image_NO,layout
u35_l9_p1,u35_l9,1,英語ではめっちゃ使われるけど意味が多くて苦戦する言葉をいくつか紹介するよ！,35-9-1,image_top
u35_l9_p2,u35_l9,2,"一つ目は、depend
辞書とかには「依存する」ってよく書いてある。",35-9-2-1,image_top
u35_l9_p3,u35_l9,3,でも、「それって人によるよね、」とか「報酬次第だな」とかいう時にめっちゃつかえる。,35-9-2-1,image_top
u35_l9_p4,u35_l9,4,"Depending on the person, some people hate natto.
人によっては納豆が嫌いだったりする。",35-9-2-2,image_top
u35_l9_p5,u35_l9,5,"Can you do this? 
これやってくれる？

Depends on the pay.
報酬次第だな。",35-9-2-3,image_top
u35_l9_p6,u35_l9,6,"Can I pass the exam?
合格できるかな？

It depends on you.
あなた次第ね。",35-9-3-1,image_top
u35_l9_p7,u35_l9,7,"Which is better, an iPhone or Android?
iPhoneとAndroidってどっちがいいの？",35-9-3-2,image_top
u35_l9_p8,u35_l9,8,"It depends. What do you use it for?
場合によるね。何に使うかによるよ。",35-9-3-3,image_top
u35_l9_p9,u35_l9,9,"お次は「due」
〆切とか予定とか原因。",35-9-4-1,image_top
u35_l9_p10,u35_l9,10,コアイメージは、「支払うべき、来るべきもの」,35-9-4-2,image_top
u35_l9_p11,u35_l9,11,"The report is due Friday.
レポートは金曜が締切",35-9-4-3,image_top
u35_l9_p12,u35_l9,12,"The train is due at 3.
その電車は3時到着予定",35-9-4-4,image_top
u35_l9_p13,u35_l9,13,dueは実は形容詞。,35-9-4-5,image_top
u35_l9_p14,u35_l9,14,形容詞のdueって言われても日本語に置き換えられないから,35-9-4-5,image_top
u35_l9_p15,u35_l9,15,いつもモヤっとするんよね。。,35-9-4-5,image_top
u35_l9_p16,u35_l9,16,due toになると前置詞みたいに使えるよ。,35-9-4-5,image_top
u35_l9_p17,u35_l9,17,"The sports day was canceled due to rain.
雨のせいで運動会が中止になった。",35-9-5,image_top
