page_id,lesson_id,page_NO,text,image_NO,layout
u32_l7_p1,u32_l7,1,関係副詞ってやつ出てきたぁ！,32-7-1,image_top
u32_l7_p2,u32_l7,2,もう頭がパンパンだよぉ！,32-7-1,image_top
u32_l7_p3,u32_l7,3,と悲観することなかれ。,32-7-1,image_top
u32_l7_p4,u32_l7,4,考え方は関係代名詞とほぼ同じ。,32-7-1,image_top
u32_l7_p5,u32_l7,5,"This is the place where we first met.
ここが、僕らが最初に出会った場所だね。",32-7-2-1,image_top
u32_l7_p6,u32_l7,6,頭から見ていこう。,32-7-2-1,image_top
u32_l7_p7,u32_l7,7,"This is the place
ここは、場所だよ。",32-7-2-2,image_top
u32_l7_p8,u32_l7,8,ここまで聞くと「え、何の場所？？」って次の言葉を待つよね。,32-7-2-2,image_top
u32_l7_p9,u32_l7,9,（もしこれで文が終わったら、「？？？」ってなっちゃう）,32-7-2-2,image_top
u32_l7_p10,u32_l7,10,そして、where が来る。,32-7-2-3,image_top
u32_l7_p11,u32_l7,11,あ、ここで「場所」の説明が来るんだ…！って、場所の説明ボックスを用意する。,32-7-2-4,image_top
u32_l7_p12,u32_l7,12,"where we first met.
私たちがはじめて会ったとこ♥",32-7-2-5,image_top
u32_l7_p13,u32_l7,13,この1文がボックスに入る。,32-7-2-5,image_top
u32_l7_p14,u32_l7,14,考え方、関係代名詞と一緒でしょ？,32-7-2-5,image_top
u32_l7_p15,u32_l7,15,"I'll never forget the day when we met.
出会った日のこと、一生忘れないよ。",32-7-3-1,image_top
u32_l7_p16,u32_l7,16,"これもね、I'll never forget the day
って、",32-7-3-2,image_top
u32_l7_p17,u32_l7,17,「決して忘れない。その日を。」まで言っちゃう。,32-7-3-2,image_top
u32_l7_p18,u32_l7,18,"で、whenが来る。
説明ボックスのサインだね。",32-7-3-3,image_top
u32_l7_p19,u32_l7,19,"そして、when we met.という、
the dayの説明が来るんだ。",32-7-3-4,image_top
u32_l7_p20,u32_l7,20,"Tell me the reason why you're late.
遅刻した理由を教えてよ。",32-7-4-1,image_top
u32_l7_p21,u32_l7,21,そろそろ感覚掴めてきたかな？,32-7-4-1,image_top
u32_l7_p22,u32_l7,22,whyの塊が、the reasonの説明ボックスの中身。,32-7-4-2,image_top
u32_l7_p23,u32_l7,23,文中に、whyとかwhenとかwhichとかそういうやつが出てきたら、,32-7-4-2,image_top
u32_l7_p24,u32_l7,24,説明ボックスを条件反射的に用意する。,32-7-4-2,image_top
u32_l7_p25,u32_l7,25,それだけでOK！,32-7-4-2,image_top
