page_id,lesson_id,page_NO,text,image_NO,layout
u25_l6_p1,u25_l6,1,次はSVOCの文だ。,25-6-1,image_top
u25_l6_p2,u25_l6,2,例文をどうぞ！,25-6-2-1,image_top
u25_l6_p3,u25_l6,3,"The news made me sad.
そのニュースで私は悲しくなった。",25-6-2-1,image_top
u25_l6_p4,u25_l6,4,"そのニュースは（S）
madeした（V）
私を（O）
悲しく（C）",25-6-2-2,image_top
u25_l6_p5,u25_l6,5,"ここてのポイントは、
私 = 悲しい
ってこと。",25-6-2-3,image_top
u25_l6_p6,u25_l6,6,O = Cになっている。,25-6-2-3,image_top
u25_l6_p7,u25_l6,7,こういうパターン、よく使われるから例文多めで行ってみよう！,25-6-2-3,image_top
u25_l6_p8,u25_l6,8,"The teacher called me Pochi.
先生は私をポチと呼んだ。",25-6-2-4,image_top
u25_l6_p9,u25_l6,9,私 = Pochi　になっているね。,25-6-2-5,image_top
u25_l6_p10,u25_l6,10,"I found the game interesting.
そのゲームは面白いと思った。",25-6-2-6,image_top
u25_l6_p11,u25_l6,11,the game = interesting,25-6-2-7,image_top
u25_l6_p12,u25_l6,12,"The joke made everyone laugh.
そのジョークでみんな笑った。",25-6-3-1,image_top
u25_l6_p13,u25_l6,13,"everyone = laugh
だね。",25-6-3-2,image_top
u25_l6_p14,u25_l6,14,これ、気づいた？,25-6-3-2,image_top
u25_l6_p15,u25_l6,15,ここ、動詞の原形がきてる。laugh（笑う）っていうね。,25-6-3-3,image_top
u25_l6_p16,u25_l6,16,"ing型にしなくていいの？
1つの文の中に動詞が2つあっていいの？",25-6-3-4,image_top
u25_l6_p17,u25_l6,17,ってなるけど、これは別のUNITで説明するね！,25-6-3-4,image_top
u25_l6_p18,u25_l6,18,5文型はこんなもんでおしまい！,25-1-1,image_top
u25_l6_p19,u25_l6,19,この文の文型は何か？よりも、,25-1-1,image_top
u25_l6_p20,u25_l6,20,この動詞のクセは？,25-1-1,image_top
u25_l6_p21,u25_l6,21,の方が大事だったりする。,25-1-1,image_top
u25_l6_p22,u25_l6,22,クセをつかむために、たくさん練習していこうね！,25-1-1,image_top
