page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u3_l3_p1,u3_l3,1,"知っておくと便利な前置詞を
もうちょっと紹介するよ。",,,3-3-1,image_top
u3_l3_p2,u3_l3,2,"「from」は「〇〇から」
起点を示す前置詞。",,,3-3-2,image_top
u3_l3_p3,u3_l3,3,"東京から来ました 
「from Tokyo」",from,bold,3-3-2,image_top
u3_l3_p4,u3_l3,4,"駅から来ました
「from the station」",from,bold,3-3-2,image_top
u3_l3_p5,u3_l3,5,"「to」は「〇〇へ」
向かう先を示す前置詞。",,,3-3-3,image_top
u3_l3_p6,u3_l3,6,"（toは前置詞以外の使い方も
めっちゃあるけど…
それはまた今度ね）",,,3-3-3,image_top
u3_l3_p7,u3_l3,7,大阪へ 「to Osaka」,to,bold,3-3-3,image_top
u3_l3_p8,u3_l3,8,あなたに 「to you」,to,bold,3-3-3,image_top
u3_l3_p9,u3_l3,9,"「by」は…
「〇〇のちかくに」とか",,,3-3-4,image_top
u3_l3_p10,u3_l3,10,"「〇〇で（手段）」
とにかく距離が近いイメージ。",,,3-3-4,image_top
u3_l3_p11,u3_l3,11,"どこにいる？ 
窓の近く 「by the window」",by,bold,3-3-4,image_top
u3_l3_p12,u3_l3,12,"どうやって来たの？
バスで 「by bus」",by,bold,3-3-4,image_top
u3_l3_p13,u3_l3,13,"前置詞は、まずはここまで。
もう6個もやっちゃったね。",,,3-3-5,image_top
u3_l3_p14,u3_l3,14,"もっと先のunitまで進んだら、
またやろうね！",,,3-3-5,image_top
