page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u4_l9_p1,u4_l9,1,"「私は生徒ではない」
みたいな否定文も
作っていこう。",,,4-9-1,image_top
u4_l9_p2,u4_l9,2,"これでbe動詞は一段落だから、
がんばって！",,,4-9-1,image_top
u4_l9_p3,u4_l9,3,"You are not a student.
のように、be動詞にnotを
くっつけるだけで",,,4-9-2,image_top
u4_l9_p4,u4_l9,4,否定文になるよ。,,,4-9-2,image_top
u4_l9_p5,u4_l9,5,"大抵の場合は、
You aren't と短縮されるか、",,,4-9-3-2,image_top
u4_l9_p6,u4_l9,6,You're not と短縮されるよ。,,,4-9-3-3,image_top
u4_l9_p7,u4_l9,7,"その二つ、
どっちでもいいのって？",,,4-9-3-3,image_top
u4_l9_p8,u4_l9,8,"どっちでもOK！
ほとんど同じ意味。",,,4-9-3-3,image_top
u4_l9_p9,u4_l9,9,しいて言えば、,,,4-9-3-3,image_top
u4_l9_p10,u4_l9,10,"You're not のほうが、
notをはっきり言っているので、
否定してる感じが強く出る。",,,4-9-3-3,image_top
u4_l9_p11,u4_l9,11,"He is～とか I am～ の時も
be動詞にnotをつけるだけ。",,,4-9-4-1,image_top
u4_l9_p12,u4_l9,12,"He isn't in the bathroom.
彼はおトイレにいないよ。",,,4-9-4-1,image_top
u4_l9_p13,u4_l9,13,"We aren't busy.
私たちは忙しくない。",,,4-9-4-2,image_top
u4_l9_p14,u4_l9,14,"こんな感じで
be動詞にnotを添えるだけ。",,,4-9-4-2,image_top
u4_l9_p15,u4_l9,15,それじゃあ練習してみよう！,,,4-9-1,image_top
