page_id,lesson_id,page_NO,text,image_NO,layout
u29_l2_p1,u29_l2,1,まずは使役動詞の代表、make。,29-2-1,image_top
u29_l2_p2,u29_l2,2,"make ＋ 人 ＋ 動詞の原形
で「（人に）〜させる」だよ。",29-2-1,image_top
u29_l2_p3,u29_l2,3,"My mom made me clean my room.
お母さんが私に部屋を掃除させた。",29-2-2-2,image_top
u29_l2_p4,u29_l2,4,to cleanにはならない。,29-2-2-2,image_top
u29_l2_p5,u29_l2,5,"makeの「させる」は、
ちょっと強引・強制のニュアンスがあるんだ。",29-2-2-3,image_top
u29_l2_p6,u29_l2,6,むりやりやらせる、そういう状態にしちゃう、みたいな感じ。,29-2-2-3,image_top
u29_l2_p7,u29_l2,7,"The movie made me cry.
その映画はわたしを泣かせた。
（その映画のせいで泣いちゃった。）",29-2-3,image_top
u29_l2_p8,u29_l2,8,いつも見るmake（〇〇を作る）も、そういうニュアンスがある。,29-2-4-1,image_top
u29_l2_p9,u29_l2,9,"I made a table from wood.
私は木からテーブルを作った。
…これは使役動詞ではないけど、",29-2-4-2,image_top
u29_l2_p10,u29_l2,10,手を加えて、無理やり形を変えて、作る、っていうイメージ。,29-2-4-3,image_top
u29_l2_p11,u29_l2,11,makeのイメージ、つかめたかな？,29-2-4-3,image_top
