page_id,lesson_id,page_NO,text,image_NO,layout
u29_l10_p1,u29_l10,1,"知覚動詞のもう一つのパターン、
原形じゃなくてingが来るやつを見ていこう",29-10-1,image_top
u29_l10_p2,u29_l10,2,"原形のかわりに -ing を使うと、
ニュアンスが変わるの。",29-10-1,image_top
u29_l10_p3,u29_l10,3,"I saw him cross the road.
彼が道を渡るのを見た。",29-10-2-1,image_top
u29_l10_p4,u29_l10,4,これは原形のパターンだね。,29-10-2-2,image_top
u29_l10_p5,u29_l10,5,渡りはじめてから渡りきるまで、全部見たイメージ。,29-10-2-3,image_top
u29_l10_p6,u29_l10,6,"I saw him crossing the road.
彼が道を渡っているのを見た。",29-10-2-4,image_top
u29_l10_p7,u29_l10,7,"こっちは-ing。
渡っている途中の、一場面を見たイメージ。",29-10-2-5,image_top
u29_l10_p8,u29_l10,8,"原形は「一部始終」、
-ingは「進行中のワンシーン」。",29-10-2-6,image_top
u29_l10_p9,u29_l10,9,"同じ「見た」でも、
どこまで見たかで使い分けられる。",29-10-2-6,image_top
u29_l10_p10,u29_l10,10,細かい違いなので、はじめはあまり気にしなくてOK,29-10-2-6,image_top
u29_l10_p11,u29_l10,11,一応、知っておくと便利だよ！,29-10-2-6,image_top
