page_id,lesson_id,page_NO,text,image_NO,layout
u29_l1_p1,u29_l1,1,"このUNITでは、
原形不定詞をとることができる、",29-1-1-1,image_top
u29_l1_p2,u29_l1,2,使役動詞（しえきどうし）と,29-1-1-2,image_top
u29_l1_p3,u29_l1,3,知覚動詞（ちかくどうし）を扱うよ。,29-1-1-3,image_top
u29_l1_p4,u29_l1,4,暗号みたいな文法用語がいっぱい出てきたけど…,29-1-1-3,image_top
u29_l1_p5,u29_l1,5,どういうものかだけ、知っておけばOK。,29-1-1-3,image_top
u29_l1_p6,u29_l1,6,使役動詞は「（人に）〜させる」、,29-1-2-1,image_top
u29_l1_p7,u29_l1,7,たとえば「お母さんが私に部屋を掃除させた」とか。,29-1-2-2,image_top
u29_l1_p8,u29_l1,8,"知覚動詞は「（〜するのを）見る・聞く・感じる」
みたいな意味の動詞のこと。",29-1-3-1,image_top
u29_l1_p9,u29_l1,9,「彼が走るのを見た」とか。,29-1-3-3,image_top
u29_l1_p10,u29_l1,10,そういうタイプの動詞にはちょっと癖があって、,29-1-3-3,image_top
u29_l1_p11,u29_l1,11,「ここにはto不定詞とかing形が来そうだな」ってところに、動詞の原形が不意に現れる。,29-1-4-1,image_top
u29_l1_p12,u29_l1,12,"I made him go to the doctor.
彼を医者に行かせた。",29-1-4-2,image_top
u29_l1_p13,u29_l1,13,to go to ...　じゃないの。,29-1-4-2,image_top
u29_l1_p14,u29_l1,14,"I heard Pochi bark.
私はポチが吠えるのを聞いた。",29-1-4-3,image_top
u29_l1_p15,u29_l1,15,to bark　じゃない。動詞の原形がくる。,29-1-4-3,image_top
u29_l1_p16,u29_l1,16,こういう形を、原形不定詞っていう。,29-1-4-4,image_top
u29_l1_p17,u29_l1,17,こういう、原形不定詞とお友達の、クセ強タイプの動詞は、基本的には、合計6個くらいしかないから、,29-1-4-4,image_top
u29_l1_p18,u29_l1,18,練習していくうちに、きっと覚えられるよ,29-1-4-4,image_top
u29_l1_p19,u29_l1,19,次のlessonでもうちょっと詳しく見てみよう！,29-1-4-4,image_top
