page_id,lesson_id,page_NO,text,image_NO,layout
u31_l1_p1,u31_l1,1,"今回は、疑問詞（what, where, how など）便利な使い方を見ていこう。",31-1-1,image_top
u31_l1_p2,u31_l1,2,"疑問詞ってのは、What is this?（これ何？）
Where is he?（彼どこ？）みたいに使ったね。",31-1-2,image_top
u31_l1_p3,u31_l1,3,この疑問詞、文の中に入れて説明パーツにできるんだ。,31-1-2,image_top
u31_l1_p4,u31_l1,4,とはいえ、例文がないとピンとこないよね。,31-1-2,image_top
u31_l1_p5,u31_l1,5,とりあえずこのUnitでやるパターンは2つ。,31-1-2,image_top
u31_l1_p6,u31_l1,6,"① 間接疑問文
「〜がどこにいるか知ってる」みたいに、
疑問を文の中に入れる言い方。",31-1-3-1,image_top
u31_l1_p7,u31_l1,7,"I know where he is.
彼がどこにいるか、知ってるよ。",31-1-3-2,image_top
u31_l1_p8,u31_l1,8,"② 疑問詞 ＋ to不定詞
what to say（何を言えばいいか）みたいに、
疑問詞のうしろに to をつける言い方。",31-1-3-3,image_top
u31_l1_p9,u31_l1,9,"I don't know what to say.
何を言えばいいか分からない。",31-1-3-4,image_top
u31_l1_p10,u31_l1,10,②は、前のUNITでやった to不定詞との合わせ技だね,31-1-3-4,image_top
u31_l1_p11,u31_l1,11,それじゃあ、①からいってみよう！,31-1-3-4,image_top
