page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u7_l7_p1,u7_l7,1,"形容詞と副詞をつかうと
文をどんどん詳しくできる。",,,7-7-1,image_top
u7_l7_p2,u7_l7,2,"いくらでも詳しくできるので、
いろいろやってみよう！",,,7-7-1,image_top
u7_l7_p3,u7_l7,3,"She is a teacher.
彼女は先生です。",,,7-7-2-1,image_top
u7_l7_p4,u7_l7,4,"She is a kind teacher.
彼女は「やさしい」先生です。",,,7-7-2-2,image_top
u7_l7_p5,u7_l7,5,"She is a very kind teacher.
彼女は「とても」やさしい先生です。",,,7-7-2-3,image_top
u7_l7_p6,u7_l7,6,"She is a very kind teacher in my school.
彼女は「私の学校の」とてもやさしい先生です。",,,7-7-2-4,image_top
u7_l7_p7,u7_l7,7,表現の幅が広がるね！,,,7-7-2-4,image_top
u7_l7_p8,u7_l7,8,"説明するパーツは
こんな感じでペタペタ
できるんだけど、",,,7-7-2-4,image_top
u7_l7_p9,u7_l7,9,"なんとなーく
順番が決まってる。",,,7-7-2-4,image_top
u7_l7_p10,u7_l7,10,"自分に身近な順・狭い順に
並べるのが一般的。",,,7-7-3,image_top
u7_l7_p11,u7_l7,11,"身近な順・狭い順って
どういうこと？
次の例文を見てみよう。",,,7-7-4-1,image_top
u7_l7_p12,u7_l7,12,I eat bento on the rooftop of my school every day in summer.,,,7-7-4-1,image_top
u7_l7_p13,u7_l7,13,「on the ooftop（屋上）」が一番狭いでしょ？,,,7-7-4-2,image_top
u7_l7_p14,u7_l7,14,"つぎが「うちの学校」
ちょっと広くなったよね。",,,7-7-4-3,image_top
u7_l7_p15,u7_l7,15,"それから、日とか時間とかが来る。
これはもう見えない概念だから、
時間的なのは最後に来るのが普通。",,,7-7-4-4,image_top
u7_l7_p16,u7_l7,16,これ、日本人の直感と逆なんよ。,,,7-7-4-4,image_top
u7_l7_p17,u7_l7,17,"日本人って、
広いほうから狭めるじゃん？",,,7-7-4-4,image_top
u7_l7_p18,u7_l7,18,私は、夏には毎日、学校の屋上で弁当を食べる。,,,7-7-4-4,image_top
u7_l7_p19,u7_l7,19,ほら、逆でしょ。,,,7-7-4-4,image_top
u7_l7_p20,u7_l7,20,"住所だってそう。
日本での住所表記は
東京都、渋谷区、道玄坂2丁目-1
広いところから狭まる。",,,7-7-5-1,image_top
u7_l7_p21,u7_l7,21,英語表記にすると、狭くて身近な順。,,,7-7-5-2,image_top
u7_l7_p22,u7_l7,22,"2-1 Dogenzaka, Shibuya-ku, Tokyo, Japan",,,7-7-5-2,image_top
u7_l7_p23,u7_l7,23,"だから、
「身近から遠くへ」を
意識していこう！",,,7-7-3,image_top
u7_l7_p24,u7_l7,24,あ、そうそう、,,,1-1-1,image_top
u7_l7_p25,u7_l7,25,うすうす気づいてると思うけど、,,,1-1-1,image_top
u7_l7_p26,u7_l7,26,"説明を並べすぎるとさすがに
読みにくくなるから注意！",,,1-1-1,image_top
