page_id,lesson_id,page_NO,text,image_NO,layout
u33_l3_p17,u33_l3,17,ちなみにこれ、「継続用法の関係代名詞」なんて呼ばれたりする。,33-1-2-9,image_top
u33_l3_p18,u33_l3,18,"でも名前は覚えなくてOK。
イメージは今までの説明ボックスと、ほぼ一緒だから。",33-1-2-9,image_top
u33_l3_p1,u33_l3,1,"カンマ付きボックスは、人だけじゃないよ。
場所や時にも、同じことが起きるんだ。",33-3-1,image_top
u33_l3_p2,u33_l3,2,"I visited Kyoto, where many temples are located.
私は京都を訪れた。そこには多くの寺院がある",33-3-2-1,image_top
u33_l3_p3,u33_l3,3,"I visited Kyoto（京都に行ってさ）
, where で、説明ボックスにぽいっと入れていく。",33-3-2-2,image_top
u33_l3_p4,u33_l3,4,"where many temples are located.
ちなみにね、そこには多くの寺院があるんだよ。",33-3-2-3,image_top
u33_l3_p5,u33_l3,5,"京都は、世界に1つ。
「ちなみに、そこはね、お寺がたくさんある」って感じになる。",33-3-2-3,image_top
u33_l3_p6,u33_l3,6,「時」でも同じ。,33-3-2-3,image_top
u33_l3_p7,u33_l3,7,"I moved here in 2020, when the pandemic started.
2020年にここに越してきた。パンデミックが始まった年ね。",33-3-3-1,image_top
u33_l3_p8,u33_l3,8,"最後に1個だけ、ルール。
カンマ付きのときは、関係代名詞を省略できないよ。",33-3-3-2,image_top
u33_l3_p9,u33_l3,9,前のUNITでは the movie I watched みたいに省略できたけど、,33-3-3-2,image_top
u33_l3_p10,u33_l3,10,継続用法のパターンの時は省略はできないよー。,33-3-3-2,image_top
