page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u11_l3_p1,u11_l3,1,"「to＋動詞」で
「〇〇すること」
っていうふうに",,,11-3-1,image_top
u11_l3_p2,u11_l3,2,"名詞みたいなパーツとして
使えるって話をしたけど",,,11-3-1,image_top
u11_l3_p3,u11_l3,3,"to不定詞というのは、
その名の通り",,,11-3-1,image_top
u11_l3_p4,u11_l3,4,"どんなパーツになるかは
定まっていない。",,,11-3-2,image_top
u11_l3_p5,u11_l3,5,"名詞みたいにできたり
副詞みたいにできたり
形容詞みたいにできたりする。",,,11-3-2,image_top
u11_l3_p6,u11_l3,6,"とにかく
動詞を、動詞じゃない
パーツにするとだけ
覚えておこう！",,,11-3-2,image_top
u11_l3_p7,u11_l3,7,"じゃあこの文は
どういう意味になるかな？
I open the window to see stars.",,,11-3-3-1,image_top
u11_l3_p8,u11_l3,8,"私、開ける、窓をね。
→ 星を見る",,,11-3-3-1,image_top
u11_l3_p9,u11_l3,9,"ここでは、日本語で言う
「星を見るために」
窓をあける。
って感じの意味になるんだ。",,,11-3-3-2,image_top
u11_l3_p10,u11_l3,10,"じゃあこれはどうだろう？
考えてみよう！
I am happy to see you.",,,11-3-4-1,image_top
u11_l3_p11,u11_l3,11,私、幸せ。→ 貴方に会うのが。,,,11-3-4-2,image_top
u11_l3_p12,u11_l3,12,"つまり、
あなたに会えて嬉しい！
ってなる。",,,11-3-4-2,image_top
u11_l3_p13,u11_l3,13,"これは原因とか目的を
意味するto不定詞、
とか言われる。",,,11-3-4-2,image_top
u11_l3_p14,u11_l3,14,"動詞や形容詞を
詳しくしているから、
副詞句みたいなパーツに
なっているね。",,,11-3-4-2,image_top
u11_l3_p15,u11_l3,15,"今回はこのタイプの
to不定詞を
練習していこう！",,,11-3-4-2,image_top
u11_l3_p16,u11_l3,16,"このあたりで練習パートの
文もぐっと
複雑になってくるよ。",,,0-0-0,image_top
u11_l3_p17,u11_l3,17,"まずは、
どうやって並べたらいいか
自分で推理してみて！",,,0-0-0,image_top
u11_l3_p18,u11_l3,18,"わからなかったら
音声再生して
ヒントにしよう！",,,0-0-0,image_top
u11_l3_p19,u11_l3,19,それでも難しかったら…,,,0-0-0,image_top
u11_l3_p20,u11_l3,20,"スクショを取って
AIに聞いてみてね！！",,,8-3-4-3,image_top
