page_id,lesson_id,page_NO,text,image_NO,layout
u35_l1_p1,u35_l1,1,ニュアンスワードってやつをやるんだけど、,35-1-1,image_top
u35_l1_p2,u35_l1,2,「なんか暑くない？」とか、「ちょっと牛乳買ってくる」とか、,35-1-1,image_top
u35_l1_p3,u35_l1,3,断定せずにふんわりさせる感じの言葉。,35-1-1,image_top
u35_l1_p4,u35_l1,4,こういうニュアンスワードを使えば、,35-1-1,image_top
u35_l1_p5,u35_l1,5,「なんとなくの感じ」を表現できるよ,35-1-1,image_top
u35_l1_p6,u35_l1,6,"一個目、超便利、
「some」一個とも複数とも断定しないときにつかえる。",35-1-2-1,image_top
u35_l1_p7,u35_l1,7,"I'll buy some milk. 
ミルク買ってくるね
（量ははっきり言ってない）",35-1-2-2,image_top
u35_l1_p8,u35_l1,8,"Let's get some coffee. 
コーヒーでも飲もう",35-1-2-3,image_top
u35_l1_p9,u35_l1,9,英語だと、「a」とか「the」とかつけて,35-1-2-3,image_top
u35_l1_p10,u35_l1,10,milkとかのものの状態をはっきりさせる言い方があるから、,35-1-2-3,image_top
u35_l1_p11,u35_l1,11,「いや、牛乳一本か、複数本か、って決めてるわけでもないし、なんて言おうかな…」,35-1-2-4,image_top
u35_l1_p12,u35_l1,12,って迷う時がある。そういう時におすすめ。,35-1-2-4,image_top
u35_l1_p13,u35_l1,13,他にも,35-1-2-4,image_top
u35_l1_p14,u35_l1,14,"For some reason, the app crashed a moment ago.
なんか知らんけど、さっきアプリ落ちたんだよね。",35-1-3-1,image_top
u35_l1_p15,u35_l1,15,"Some people say making videos is easy, but it takes a lot of time.
一部の人は動画作成は簡単だと言うけれど、すごく時間がかかるよ。",35-1-3-2,image_top
u35_l1_p16,u35_l1,16,こんなかんじにぼかすことができるよ。,35-1-3-2,image_top
u35_l1_p17,u35_l1,17,"二つ目、「like」
「スキ」という意味じゃなくて、
「〇〇みたいな」って使い方。",35-1-4-1,image_top
u35_l1_p18,u35_l1,18,"It's like a dream.
夢みたい！",35-1-4-2,image_top
u35_l1_p19,u35_l1,19,"We could go somewhere, like a café.
どっかいこうよ、カフェとか？",35-1-4-3,image_top
u35_l1_p20,u35_l1,20,あとおすすめは、状況を再現するとき！,35-1-4-3,image_top
u35_l1_p21,u35_l1,21,"He was like, 
そのとき彼さぁ、こんな感じだった",35-1-5-1,image_top
u35_l1_p22,u35_l1,22,"""No way!""
マジ無理ー！",35-1-5-2,image_top
u35_l1_p23,u35_l1,23,なんかさ、とか、えっとー、みたいな意味のない言葉でつなぐときも使える。,35-1-5-2,image_top
u35_l1_p24,u35_l1,24,"It was, like, really big. 
それがさ、なんかー、めっちゃ大きくてさ。",35-1-6,image_top
