page_id,lesson_id,page_NO,text,image_NO,layout
u21_l11_p1,u21_l11,1,"最上級はestをつけるって言ったけど、
最上級にも不規則変化はある。",21-11-1,image_top
u21_l11_p2,u21_l11,2,せっかくなので、もとの単語（原級）と比較級と最上級を並べて覚えちゃおう。,21-11-2-1,image_top
u21_l11_p3,u21_l11,3,"good/well→ better → best
bad→worse→worst
many/much→more→most
little→less→least",21-11-2-5,image_top
u21_l11_p4,u21_l11,4,動詞の不規則変化よりはかなり少ないから、,21-11-2-5,image_top
u21_l11_p5,u21_l11,5,ちょちょいと覚えちゃえ！,21-11-2-5,image_top
u21_l11_p6,u21_l11,6,"最上級の場合は、
〇〇のなかで一番、ってところ
(範囲)を省略することが多いよ。",21-11-3-1,image_top
u21_l11_p7,u21_l11,7,"This game is the best!
このゲーム最高！",21-11-3-1,image_top
u21_l11_p8,u21_l11,8,"Which game is the most interesting?
（どのゲームが一番面白い？）",21-11-3-2,image_top
u21_l11_p9,u21_l11,9,あと、こういう表現も良く聞く。,21-11-3-2,image_top
u21_l11_p10,u21_l11,10,"Tokyo is one of the biggest cities in the world.
東京は世界最大級の都市の一つだ。",21-11-4-1,image_top
u21_l11_p11,u21_l11,11,"「最上級」ってのは一位だけに限定されない。
最上位のグループって見方もあるんだね。",21-11-4-2,image_top
u21_l11_p12,u21_l11,12,それから、最上級を主語に出すこともある。,21-11-4-2,image_top
u21_l11_p13,u21_l11,13,"The most important thing is to have fun.
一番大事なのは楽しむことだよ。",21-11-5-1,image_top
u21_l11_p14,u21_l11,14,"The worst thing is that I lost my key.
番最悪なのはカギをなくしたことだ。
（最悪なことに、カギ失くした！）",21-11-5-2,image_top
u21_l11_p15,u21_l11,15,ここのthatは、I think that ～. とかのthatと似たようなもの。,21-11-5-2,image_top
u21_l11_p16,u21_l11,16,文をつないでる感じだよ。,21-11-5-2,image_top
