page_id,lesson_id,page_NO,text,image_NO,layout
u32_l2_p1,u32_l2,1,関係代名詞をどう理解するか？,32-2-1,image_top
u32_l2_p2,u32_l2,2,僕は「説明ボックス」を意識してる。,32-2-1,image_top
u32_l2_p3,u32_l2,3,なんやそれ？って感じだよね。,32-2-1,image_top
u32_l2_p4,u32_l2,4,まずは日本語の複雑な文をみていこう。,32-2-1,image_top
u32_l2_p5,u32_l2,5,公園で歌っているあの男は、私の父です。,32-2-2-1,image_top
u32_l2_p6,u32_l2,6,この場合、「公園で歌っている」がひとまとまりなのは、無意識で感じてるよね。,32-2-2-2,image_top
u32_l2_p7,u32_l2,7,それを説明ボックスにいれる。,32-2-2-3,image_top
u32_l2_p8,u32_l2,8,何の説明かというと、「あの男」の説明だよね。,32-2-2-4,image_top
u32_l2_p9,u32_l2,9,同じような説明ボックスが英語でもつかえる。,32-2-2-4,image_top
u32_l2_p10,u32_l2,10,これをそのまま英語にしてみるよ。,32-2-2-5,image_top
u32_l2_p11,u32_l2,11,"The man who is singing in the park is my father.
…こうなる。",32-2-2-5,image_top
u32_l2_p12,u32_l2,12,頭から説明するね。,32-2-2-5,image_top
u32_l2_p13,u32_l2,13,英語は、最初に、「あの男は、」が来る。,32-2-3-1,image_top
u32_l2_p14,u32_l2,14,そして、whoが聞こえた瞬間に説明ボックスを用意する。,32-2-3-2,image_top
u32_l2_p15,u32_l2,15,関係代名詞は、直前に来た名詞の説明文を今から言うよ、というサイン。,32-2-3-2,image_top
u32_l2_p16,u32_l2,16,だから、1文が入るボックスを用意する。,32-2-3-2,image_top
u32_l2_p17,u32_l2,17,そして、who is singing in the parkをボックスに入れちゃう。,32-2-3-3,image_top
u32_l2_p18,u32_l2,18,次に、動詞が来たら、（ここだとisだね）,32-2-3-4,image_top
u32_l2_p19,u32_l2,19,箱を閉じちゃって良くて、,32-2-3-4,image_top
u32_l2_p20,u32_l2,20,その男が、どんな事をしたか、どんな状態か、という普通の文が来る。,32-2-3-4,image_top
u32_l2_p21,u32_l2,21,この感じ。,32-2-3-4,image_top
u32_l2_p22,u32_l2,22,もうね、文の途中にwhatとかwhoとかthatが来たら、条件反射的に説明ボックスを用意していい。,32-2-3-4,image_top
u32_l2_p23,u32_l2,23,ほぼ外さないと思う！,32-2-3-4,image_top
