page_id,lesson_id,page_NO,text,image_NO,layout
u19_l1_p1,u19_l1,1,またまたやってきました、前置詞の紹介だよ,19-1-1,image_top
u19_l1_p2,u19_l1,2,今回は期間とかに関する前置詞をまとめてみたよ！,19-1-1,image_top
u19_l1_p3,u19_l1,3,"まずはwithin
「〇〇以内に」って意味。
範囲を表してるよ",19-1-2-1,image_top
u19_l1_p4,u19_l1,4,"I'll finish my homework within 10 minutes.
私は10分以内に宿題を終わらせるよ",19-1-2-2,image_top
u19_l1_p5,u19_l1,5,"10分間の範囲以内で、
ってことだね。",19-1-2-3,image_top
u19_l1_p6,u19_l1,6,ついでにこっちの例文も見てみて！,19-1-2-3,image_top
u19_l1_p7,u19_l1,7,"I'll finish my homework in 10 minutes.
私は10分で宿題を終わらせるよ。",19-1-3-1,image_top
u19_l1_p8,u19_l1,8,つまり終わるのは10分後ってこと。,19-1-3-2,image_top
u19_l1_p9,u19_l1,9,"これ、直感に反する。
「in」なんだから、「10分の範囲内」じゃないの？って",19-1-3-2,image_top
u19_l1_p10,u19_l1,10,だからいつも迷うんだよね。でも、こう考えてみる。,19-1-3-2,image_top
u19_l1_p11,u19_l1,11,「今から10分かけて、終わらせる。（終わるのは10分後だね）」って。,19-1-3-3,image_top
u19_l1_p12,u19_l1,12,"10分間の間を使って、終わらせるために頑張るってイメージ。
これは僕の個人的なイメージなんだけど。",19-1-3-3,image_top
u19_l1_p13,u19_l1,13,"似たような感じで
byも良く使う。
「〇〇までに」という意味。",19-1-4-1,image_top
u19_l1_p14,u19_l1,14,"I finished my homework by noon.
私は正午までに宿題を終わらせたよ。",19-1-4-1,image_top
u19_l1_p15,u19_l1,15,ある時点（正午）よりも前に、宿題を終わらせたってことだね。,19-1-4-1,image_top
u19_l1_p16,u19_l1,16,"あと、untilも見てみよう。
「〇〇まで」って感じ。",19-1-4-2,image_top
u19_l1_p17,u19_l1,17,"I studied until noon.
私は正午まで勉強した。",19-1-4-2,image_top
u19_l1_p18,u19_l1,18,正午というある時点まで、勉強を継続させてた感じかな。,19-1-4-3,image_top
