page_id,lesson_id,page_NO,text,image_NO,layout
u18_l11_p1,u18_l11,1,"thatは接続詞としても使える。
例文いってみよう！",18-11-1,image_top
u18_l11_p2,u18_l11,2,"I think that this book is interesting.
この本は面白いと思う。",18-11-2-1,image_top
u18_l11_p3,u18_l11,3,"ここのthatが、ここでは接続詞。
I thinkと、this book is interesting.
を繋いでるんだ。",18-11-2-2,image_top
u18_l11_p4,u18_l11,4,ただ繋いでいるだけなので、意味が追加されるわけじゃないよ。,18-11-2-2,image_top
u18_l11_p5,u18_l11,5,このパターンの繋ぎ方は色々なケースで使えるよ。,18-11-2-2,image_top
u18_l11_p6,u18_l11,6,"I know that she is a doctor.
彼女が医者だと知っている。",18-11-2-3,image_top
u18_l11_p7,u18_l11,7,"I hope that you enjoy the game.
そのゲームを楽しんでほしい。",18-11-2-4,image_top
u18_l11_p8,u18_l11,8,"ほんと、繋ぐだけ。
だから、
thatは省略されることが多い。",18-11-2-4,image_top
u18_l11_p9,u18_l11,9,こんなふうに。,18-11-3-3,image_top
u18_l11_p10,u18_l11,10,一つの文のなかに、主語+動詞が2セットあるときは、,18-11-3-3,image_top
u18_l11_p11,u18_l11,11,"何かしらの接続詞が省略されてるってイメージしてね。",18-11-3-4,image_top
u18_l11_p12,u18_l11,12,"あと、同じようなタイプなんだけど、
wonderのときは、thatじゃなくてifが来るよ。",18-11-4,image_top
u18_l11_p13,u18_l11,13,"I wonder if Tom is busy.
トム、いそがしいかな？
（トムは忙しいかどうか、私は気になっている）",18-11-4,image_top
u18_l11_p14,u18_l11,14,これはよく聞くから、頭の片隅に入れておこう！,18-11-4,image_top
