page_id,lesson_id,page_NO,text,image_NO,layout
u18_l1_p1,u18_l1,1,接続詞っていうのは何かというと、,18-1-1,image_top
u18_l1_p2,u18_l1,2,言葉と言葉をつないだり、文と文を繋ぐ役割のもの。,18-1-1,image_top
u18_l1_p3,u18_l1,3,"例えば「and 」
日本語でいうと「〇〇と〇〇」
「〇〇そして〇〇」",18-1-2-1,image_top
u18_l1_p4,u18_l1,4,"Pochi and Tama are in the park.
PochiとTamaは公園にいます",18-1-2-2,image_top
u18_l1_p5,u18_l1,5,"I bought an apple and bananas.
りんごとバナナを買いました。",18-1-2-3,image_top
u18_l1_p6,u18_l1,6,言葉と言葉を繋いでるよね。,18-1-2-3,image_top
u18_l1_p7,u18_l1,7,"She opened the window, and the room became cooler.
彼女は窓をあけた。そして部屋は涼しくなった。",18-1-3-2,image_top
u18_l1_p8,u18_l1,8,"I stopped singing and listened to the noise.
私は歌うのをやめた。そしてその音を聞いた。",18-1-4-2,image_top
u18_l1_p9,u18_l1,9,これは文と文を繋いでるね。,18-1-4-2,image_top
u18_l1_p10,u18_l1,10,"ちなみにこの文は、
ここに「I」が省略されてるよ。
同じことを二回言わなくてもいい。",18-1-4-3,image_top
u18_l1_p11,u18_l1,11,"Let's go and see the baby.
赤ちゃんを見に行こうよ",18-1-5-2,image_top
u18_l1_p12,u18_l1,12,"I'll go and get some water.
水、取りに行ってくる！",18-1-5-3,image_top
u18_l1_p13,u18_l1,13,こんな感じで動詞と動詞をつなぐこともできる。,18-1-5-3,image_top
u18_l1_p14,u18_l1,14,日本語でも、こういう複合的な動作を表現する言葉あるよね。,18-1-5-3,image_top
u18_l1_p15,u18_l1,15,同じように言葉と言葉、文と文を繋ぐ接続詞は色々あるよ。,18-1-5-3,image_top
u18_l1_p16,u18_l1,16,"「but」
逆接の接続詞。
逆向きの言葉をつなぐよ。",18-1-6-1,image_top
u18_l1_p17,u18_l1,17,"The book is short but interesting.
その本は短いけれど面白い。",18-1-6-2,image_top
u18_l1_p18,u18_l1,18,"I was tired, but I studied.
私は疲れていたけど勉強した。",18-1-6-3,image_top
u18_l1_p19,u18_l1,19,次のレッスンでも接続詞を紹介するよ！,18-1-6-3,image_top
