page_id,lesson_id,page_NO,text,image_NO,layout
u34_l2_p1,u34_l2,1,まずはよくある形をおさえよう。,34-2-1,image_top
u34_l2_p2,u34_l2,2,"「If 過去形の文, 主語  would ～～」のかたち。",34-2-1,image_top
u34_l2_p3,u34_l2,3,"If I had more time, I would travel the world.
もっと時間があったら、世界中を旅するのになあ。",34-2-2-1,image_top
u34_l2_p4,u34_l2,4,"if 過去形の文が来てるよね。
If I had more time（もっと時間があったらなあ）",34-2-2-2,image_top
u34_l2_p5,u34_l2,5,"I would 以下が、その空想の中身。
I would travel the world（世界中を旅するのに）。",34-2-2-3,image_top
u34_l2_p6,u34_l2,6,この would が、「〜するのになあ」っていう気持ちを出してるんだ。,34-2-2-3,image_top
u34_l2_p7,u34_l2,7,で、もう1つ、よくあるパターンを紹介するね。,34-2-2-3,image_top
u34_l2_p8,u34_l2,8,"If I were rich, I would buy a big house.
お金持ちだったら、大きい家を買うのに。",34-2-2-4,image_top
u34_l2_p9,u34_l2,9,be動詞のときは、was じゃなくて were を使う。,34-2-2-5,image_top
u34_l2_p10,u34_l2,10,過去形にするだけじゃなくて、文法までずらしちゃう。で、あり得ない感を出してる。,34-2-2-5,image_top
u34_l2_p11,u34_l2,11,he でも she でも wereをつかうよ。,34-2-2-5,image_top
u34_l2_p12,u34_l2,12,（会話だと was も聞くけど、were がきちんとした仮定法だよ）,34-2-2-5,image_top
