page_id,lesson_id,page_NO,text,image_NO,layout
u29_l8_p1,u29_l8,1,ここからは知覚動詞を説明するよ。,29-8-1,image_top
u29_l8_p2,u29_l8,2,"see（見る）、watch（じっと見る）、
hear（聞こえる）、feel（感じる）とか。",29-8-1,image_top
u29_l8_p3,u29_l8,3,"これも使役動詞と同様、
知覚動詞 ＋人 ＋ 原形 のカタチになる。",29-8-1,image_top
u29_l8_p4,u29_l8,4,でも、ing形になることもある。,29-8-1,image_top
u29_l8_p5,u29_l8,5,まずは1つ目の原形のパターンを見ていくよ。,29-8-1,image_top
u29_l8_p6,u29_l8,6,"I saw him run in the park.
彼が公園で走るのを見た。",29-8-2-1,image_top
u29_l8_p7,u29_l8,7,"頭から見ていくと、こんな感じ。
私は、見たよ。彼を。走るのを。公園をね。",29-8-2-2,image_top
u29_l8_p8,u29_l8,8,"こういう場合、runを原形で使える。
使役動詞とおんなじ使い方だね。",29-8-2-3,image_top
u29_l8_p10,u29_l8,10,これ、前にも出てきた、SOVCの空気感あるでしょ？,29-8-2-5,image_top
u29_l8_p11,u29_l8,11,"I found the game interesting.
そのゲームは面白いと思った。",29-8-2-5,image_top
u29_l8_p12,u29_l8,12,the game(O) = interesting(C) になってる。,29-8-2-6,image_top
u29_l8_p13,u29_l8,13,知覚動詞の文も一緒で、,29-8-2-6,image_top
u29_l8_p14,u29_l8,14,him(O) = run in the park(C)　になってる。,29-8-2-7,image_top
u29_l8_p15,u29_l8,15,つまり、SVOCの文ってこと。,29-8-2-8,image_top
u29_l8_p16,u29_l8,16,このUNITで扱っている使役動詞と知覚動詞は、,29-8-2-8,image_top
u29_l8_p17,u29_l8,17,実はみんなSVOCのパターンなんだ！,29-8-2-8,image_top
u29_l8_p18,u29_l8,18,…っていう雑学でした。,29-8-2-8,image_top
u29_l8_p19,u29_l8,19,話をちょっと戻して…知覚動詞をもう少し見ていこう,29-8-2-8,image_top
u29_l8_p20,u29_l8,20,"I heard someone call my name.
誰かが私の名前を呼ぶのを聞いた",29-8-3-1,image_top
u29_l8_p21,u29_l8,21,"I felt something touch my shoulder.
何かが肩に触れるのを感じた",29-8-3-2,image_top
u29_l8_p22,u29_l8,22,どちらも原形を使ってる。,29-8-3-3,image_top
u29_l8_p22,u29_l8,22,この雰囲気に慣れていこう！,29-8-3-3,image_top
