page_id,lesson_id,page_NO,text,image_NO,layout
u22_l11_p1,u22_l11,1,今度は、やたらと挟みたがる動詞を一部ご紹介するよ。,22-11-1,image_top
u22_l11_p2,u22_l11,2,挟みたがるってどういうことかというと、,22-11-1,image_top
u22_l11_p3,u22_l11,3,"例えば「turn on」
turnはくるっと向きを変えるというイメージの動詞だね。",22-11-2-1,image_top
u22_l11_p4,u22_l11,4,"Turn the TV on.
「テレビをつけて」
ともいうし",22-11-2-2,image_top
u22_l11_p5,u22_l11,5,"Turn on the TV.
「テレビをつけて」
ともいう。",22-11-2-3,image_top
u22_l11_p6,u22_l11,6,意味も、ニュアンスもほぼ一緒。,22-11-2-3,image_top
u22_l11_p7,u22_l11,7,でも、the TVのところをit（代名詞）に置き換えると、,22-11-3-1,image_top
u22_l11_p8,u22_l11,8,"Turn it on.
とはいうけど、",22-11-3-1,image_top
u22_l11_p9,u22_l11,9,"Turn on it.
とは言わない。",22-11-3-2,image_top
u22_l11_p10,u22_l11,10,ということで、短い言葉限定で挟みたがるクセがあるんだよね。,22-11-3-2,image_top
u22_l11_p11,u22_l11,11,これが長くなると…,22-11-3-2,image_top
u22_l11_p12,u22_l11,12,"Turn the TV in the living room on. 
リビングルームのテレビをつけて。",22-11-4-1,image_top
u22_l11_p13,u22_l11,13,サンドイッチの具が多いとなんかもっさりするから、,22-11-4-1,image_top
u22_l11_p14,u22_l11,14,"Turn on the TV in the living room. 
リビングルームのテレビをつけて。",22-11-4-2,image_top
u22_l11_p15,u22_l11,15,のほうが言いやすい。,22-11-4-2,image_top
u22_l11_p16,u22_l11,16,こういうサンドイッチ好きな言葉をもうちょっと見ていこう,22-11-4-2,image_top
u22_l11_p17,u22_l11,17,"put
「ポンと置く」イメージ。",22-11-5-1,image_top
u22_l11_p18,u22_l11,18,"I put the book on the table. 
本をテーブルに置いた。（putの過去形はputだよ。）",22-11-5-2,image_top
u22_l11_p19,u22_l11,19,"Put it in the box. 
それを箱に入れて。",22-11-5-3,image_top
u22_l11_p20,u22_l11,20,"Put your coat on. 
コートを着て。",22-11-6-1,image_top
u22_l11_p21,u22_l11,21,"Put your toys away. 
おもちゃを片付けて。",22-11-6-2,image_top
u22_l11_p22,u22_l11,22,"次は take
「ひょいっと持っていく」イメージ。",22-11-7-1,image_top
u22_l11_p23,u22_l11,23,"Take out the trash.
ゴミ出して。",22-11-7-1,image_top
u22_l11_p24,u22_l11,24,"Take your shoes off.
靴脱いで。",22-11-7-2,image_top
u22_l11_p25,u22_l11,25,他にもサンドイッチタイプはあるけど、,22-11-7-2,image_top
u22_l11_p26,u22_l11,26,"似たようなパターンだから、
とりあえずこれだけ知っておけばOK",22-11-7-2,image_top
