page_id,lesson_id,page_NO,text,image_NO,layout
u39_l3_p1,u39_l3,1,前のlessonではちゃんとした感嘆文を紹介したけど、実際の会話はもっとゆるい。,39-3-1,image_top
u39_l3_p2,u39_l3,2,というのも、ネイティブは文法通りの感嘆文ばかり使うわけじゃないんだ。,39-3-1,image_top
u39_l3_p3,u39_l3,3,"気持ちがのってれば、
もっと簡単な言い方で立派な感嘆になる。",39-3-1,image_top
u39_l3_p4,u39_l3,4,"Beautiful! / Amazing! / Perfect!
きれい！すごい！完璧！",39-3-2,image_top
u39_l3_p5,u39_l3,5,"What a やHow を付けなくても、
これだけで十分「うわ〜！」が伝わる。",39-3-2,image_top
u39_l3_p6,u39_l3,6,あとは、間投詞（かんとうし）も良く使われる。,39-3-2,image_top
u39_l3_p7,u39_l3,7,"Wow! / No way! 
うわー！／まじで！",39-3-3,image_top
u39_l3_p8,u39_l3,8,こういうの、間投詞っていうらしいよ。,39-3-3,image_top
u39_l3_p9,u39_l3,9,"Oh no!
えーっ！しまった！",39-3-4-1,image_top
u39_l3_p10,u39_l3,10,"Oops!
あっ、やっちゃった",39-3-4-2,image_top
u39_l3_p11,u39_l3,11,"Ugh!
あ゛ー！もう、いや！",39-3-5-1,image_top
u39_l3_p12,u39_l3,12,"Yikes!
うわっ、やば！",39-3-5-2,image_top
u39_l3_p13,u39_l3,13,"Yay!
やったー！",39-3-6,image_top
u39_l3_p14,u39_l3,14,日本人も使ってるものから、なじみのないものまで、いろいろだね。,39-3-6,image_top
