page_id,lesson_id,page_NO,text,image_NO,layout
u13_l2_p1,u13_l2,1,"どの疑問詞から始めようかなと
考えた結果…",13-2-1,image_top
u13_l2_p2,u13_l2,2,"whoがよさそうだから
whoから行くよ！",13-2-1,image_top
u13_l2_p3,u13_l2,3,"whoは人に対してつかう
疑問詞。
「誰？」",13-2-2-1,image_top
u13_l2_p4,u13_l2,4,段階的に説明していくね。,13-2-2-1,image_top
u13_l2_p5,u13_l2,5,"I want to meet Pochi.
私はポチに会いたい。
（肯定文）
これを疑問文にすると…",13-2-2-2,image_top
u13_l2_p6,u13_l2,6,"Do you want to meet Pochi?
あなたはポチに会いたいですか？
（疑問文）",13-2-2-3,image_top
u13_l2_p7,u13_l2,7,ここまではOK？,13-2-2-3,image_top
u13_l2_p8,u13_l2,8,"ここから、「Pochi」のところがわからないとして、
「誰に？」にすると、",13-2-2-4,image_top
u13_l2_p9,u13_l2,9,"Who do you want to meet?
あなたは誰に会いたいの？",13-2-2-5,image_top
u13_l2_p10,u13_l2,10,こうなる。,13-2-2-5,image_top
u13_l2_p11,u13_l2,11,"聞きたいのは「誰？」
だからwhoを頭に置く。",13-2-2-6,image_top
u13_l2_p12,u13_l2,12,"次に普通の疑問文を続ける。
でも、「誰か」のところは
ぽっかり空けたままにする。",13-2-2-7,image_top
u13_l2_p13,u13_l2,13,これが疑問詞を使った疑問文。,13-2-2-7,image_top
u13_l2_p14,u13_l2,14,"彼は誰のことが好きなの〜？
と聞きたいときは、",13-2-3-1,image_top
u13_l2_p15,u13_l2,15,"まず「誰？」を聞きたいから
最初にWho",13-2-3-2,image_top
u13_l2_p16,u13_l2,16,"次に、その誰かのところがすっぽり抜けた疑問文を続ける。
does he like？",13-2-3-3,image_top
u13_l2_p17,u13_l2,17,これで彼は誰のことが好きなのぉ〜？になる。,13-2-3-3,image_top
u13_l2_p18,u13_l2,18,"もうちょっとやるよ。
彼はいつも誰とお昼ゴハン食べてる？",13-2-3-4,image_top
u13_l2_p19,u13_l2,19,「誰？」を聞きたいから最初にWho,13-2-3-5,image_top
u13_l2_p20,u13_l2,20,"次に「誰か」のところが抜けた疑問文。
does he usually eat lunch with?",13-2-3-6,image_top
u13_l2_p21,u13_l2,21,withで終わっていいの？ってちょっと気になっちゃうけど、これでOK。,13-2-3-6,image_top
u13_l2_p22,u13_l2,22,with Pochi. とか、with her.とか、「誰か」が入るところが「Who」になって、最初に言ってるんだよね。,13-2-3-6,image_top
u13_l2_p23,u13_l2,23,"じゃあもうひとつ、
「誰が◯◯なの？」みたいに主語をWhoにしたいとき。",0-0-0,image_top
u13_l2_p24,u13_l2,24,"例えば、
Pochi is the principal of our school.
ポチは私たちの学校の校長先生です",13-2-4-1,
u13_l2_p25,u13_l2,25,「誰が」校長先生？って疑問詞にしたいときは主語をWhoにするだけ。,13-2-4-3,image_top
u13_l2_p26,u13_l2,26,"Who is the principal of our school?
誰がうちの学校の校長？",13-2-4-3,image_top
u13_l2_p27,u13_l2,27,"もうひとつ、
Who likes Pochi?
誰がポチのことを好きなの？",13-2-4-4,image_top
u13_l2_p28,u13_l2,28,Who は三人称扱いだから注意！,13-2-4-4,image_top
u13_l2_p29,u13_l2,29,"とにかく聞きたいことがあれば
疑問詞を口に出す。",13-2-5-1,image_top
u13_l2_p30,u13_l2,30,"誰？を聞きたかったら
Whoと言っちゃう。",13-2-5-2,image_top
u13_l2_p31,u13_l2,31,"それから、
聞きたいことを
詳しくする感覚で、
疑問文をくっつける。",13-2-5-3,image_top
u13_l2_p32,u13_l2,32,誰？…彼が好きなのは…？,13-2-5-4,image_top
u13_l2_p33,u13_l2,33,そんな気持ちでOK！,13-2-5-4,image_top
