page_id,lesson_id,page_NO,text,image_NO,layout
u14_l1_p1,u14_l1,1,今回は命令の言い方を見ていこう！,14-1-1,image_top
u14_l1_p2,u14_l1,2,"Sit down.
座りなさい",14-1-2-1,image_top
u14_l1_p3,u14_l1,3,"Stand up.
立ちなさい",14-1-2-2,image_top
u14_l1_p4,u14_l1,4,これは学校の英語の授業で定番だよね。,14-1-2-2,image_top
u14_l1_p5,u14_l1,5,こんな感じで、主語無しでいきなり動詞が来ると、,14-1-2-2,image_top
u14_l1_p6,u14_l1,6,命令になる。,14-1-2-2,image_top
u14_l1_p7,u14_l1,7,"これはBe動詞の文にも言えることで、
Be動詞を頭に持ってくると命令になる。",blank,image_top
u14_l1_p8,u14_l1,8,"Be  quiet.
静かにしなさい。",14-1-3-1,image_top
u14_l1_p9,u14_l1,9,"Be kind.
親切にしなさい。",14-1-3-2,image_top
u14_l1_p10,u14_l1,10,命令文にはplease をつけると、マイルドになるよ。,14-1-3-2,image_top
u14_l1_p11,u14_l1,11,"Please sit down.
Sit down, please.
座ってください",14-1-4-2,image_top
u14_l1_p12,u14_l1,12,もっとマイルドにするなら、,14-1-4-2,image_top
u14_l1_p13,u14_l1,13,"Can you sit down?
座ってもらえるかな？
って感じでお願いにする。",14-1-4-3,image_top
u14_l1_p14,u14_l1,14,さらに丁寧にするなら、,14-1-4-3,image_top
u14_l1_p15,u14_l1,15,"Could you sit down?
座っていただけますか？",14-1-4-4,image_top
u14_l1_p16,u14_l1,16,丁寧に言う言い方はもっともっと無限にあるので、,14-1-4-4,image_top
u14_l1_p17,u14_l1,17,それは後の方のUNITで取り上げる予定だよ。,14-1-4-4,image_top
u14_l1_p18,u14_l1,18,"あと、命令形なんだけど、
相手を思いやるものもけっこうある。",blank,image_top
u14_l1_p19,u14_l1,19,"Take care.
げんきでね～
（相手が体調悪いときは）お大事にね",14-1-5-1,image_top
u14_l1_p20,u14_l1,20,"Be brave.
勇気をもって！",14-1-5-2,image_top
u14_l1_p21,u14_l1,21,それじゃあ動詞から始まる命令文を練習しよう！,14-1-5-2,image_top
