section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st2_sec8,st2_sec8_r01,1,fourChoices_en2ja,v0504,v0513,0
st2_sec8,st2_sec8_r02,2,fourChoices_en2ja,v0514,v0523,0
st2_sec8,st2_sec8_r03,3,fourChoices_en2ja,v0524,v0533,0
st2_sec8,st2_sec8_r04,4,fourChoices_en2ja,v0534,v0543,0
st2_sec8,st2_sec8_r05,5,fourChoices_ja2en,v0504,v0513,0
st2_sec8,st2_sec8_r06,6,fourChoices_ja2en,v0514,v0523,0
st2_sec8,st2_sec8_r07,7,fourChoices_ja2en,v0524,v0533,0
st2_sec8,st2_sec8_r08,8,fourChoices_ja2en,v0534,v0543,0
st2_sec8,st2_sec8_r09,9,typing,v0504,v0513,0
st2_sec8,st2_sec8_r10,10,typing,v0514,v0523,0
st2_sec8,st2_sec8_r11,11,typing,v0524,v0533,0
st2_sec8,st2_sec8_r12,12,typing,v0534,v0543,0
