section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st4_sec1,st4_sec1_r01,1,fourChoices_en2ja,v1043,v1052,0
st4_sec1,st4_sec1_r02,2,fourChoices_en2ja,v1053,v1062,0
st4_sec1,st4_sec1_r03,3,fourChoices_en2ja,v1063,v1072,0
st4_sec1,st4_sec1_r04,4,fourChoices_en2ja,v1073,v1082,0
st4_sec1,st4_sec1_r05,5,fourChoices_ja2en,v1043,v1052,0
st4_sec1,st4_sec1_r06,6,fourChoices_ja2en,v1053,v1062,0
st4_sec1,st4_sec1_r07,7,fourChoices_ja2en,v1063,v1072,0
st4_sec1,st4_sec1_r08,8,fourChoices_ja2en,v1073,v1082,0
st4_sec1,st4_sec1_r09,9,typing,v1043,v1052,0
st4_sec1,st4_sec1_r10,10,typing,v1053,v1062,0
st4_sec1,st4_sec1_r11,11,typing,v1063,v1072,0
st4_sec1,st4_sec1_r12,12,typing,v1073,v1082,0
