section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st4_sec2,st4_sec2_r01,1,fourChoices_en2ja,v1083,v1092,0
st4_sec2,st4_sec2_r02,2,fourChoices_en2ja,v1093,v1102,0
st4_sec2,st4_sec2_r03,3,fourChoices_en2ja,v1103,v1112,0
st4_sec2,st4_sec2_r04,4,fourChoices_en2ja,v1113,v1122,0
st4_sec2,st4_sec2_r05,5,fourChoices_ja2en,v1083,v1092,0
st4_sec2,st4_sec2_r06,6,fourChoices_ja2en,v1093,v1102,0
st4_sec2,st4_sec2_r07,7,fourChoices_ja2en,v1103,v1112,0
st4_sec2,st4_sec2_r08,8,fourChoices_ja2en,v1113,v1122,0
st4_sec2,st4_sec2_r09,9,typing,v1083,v1092,0
st4_sec2,st4_sec2_r10,10,typing,v1093,v1102,0
st4_sec2,st4_sec2_r11,11,typing,v1103,v1112,0
st4_sec2,st4_sec2_r12,12,typing,v1113,v1122,0
