section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st1_sec5,st1_sec5_r01,1,fourChoices_en2ja,v0161,v0170,0
st1_sec5,st1_sec5_r02,2,fourChoices_en2ja,v0171,v0180,0
st1_sec5,st1_sec5_r03,3,fourChoices_en2ja,v0181,v0190,0
st1_sec5,st1_sec5_r04,4,fourChoices_en2ja,v0191,v0200,0
st1_sec5,st1_sec5_r05,5,fourChoices_ja2en,v0161,v0170,0
st1_sec5,st1_sec5_r06,6,fourChoices_ja2en,v0171,v0180,0
st1_sec5,st1_sec5_r07,7,fourChoices_ja2en,v0181,v0190,0
st1_sec5,st1_sec5_r08,8,fourChoices_ja2en,v0191,v0200,0
st1_sec5,st1_sec5_r09,9,typing,v0161,v0170,0
st1_sec5,st1_sec5_r10,10,typing,v0171,v0180,0
st1_sec5,st1_sec5_r11,11,typing,v0181,v0190,0
st1_sec5,st1_sec5_r12,12,typing,v0191,v0200,0
