section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st3_sec10,st3_sec10_r01,1,fourChoices_en2ja,v0965,v0974,0
st3_sec10,st3_sec10_r02,2,fourChoices_en2ja,v0975,v0984,0
st3_sec10,st3_sec10_r03,3,fourChoices_en2ja,v0985,v0994,0
st3_sec10,st3_sec10_r04,4,fourChoices_en2ja,v0995,v1004,0
st3_sec10,st3_sec10_r05,5,fourChoices_ja2en,v0965,v0974,0
st3_sec10,st3_sec10_r06,6,fourChoices_ja2en,v0975,v0984,0
st3_sec10,st3_sec10_r07,7,fourChoices_ja2en,v0985,v0994,0
st3_sec10,st3_sec10_r08,8,fourChoices_ja2en,v0995,v1004,0
st3_sec10,st3_sec10_r09,9,typing,v0965,v0974,0
st3_sec10,st3_sec10_r10,10,typing,v0975,v0984,0
st3_sec10,st3_sec10_r11,11,typing,v0985,v0994,0
st3_sec10,st3_sec10_r12,12,typing,v0995,v1004,0
