section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st2_sec1,st2_sec1_r01,1,fourChoices_en2ja,v0224,v0233,0
st2_sec1,st2_sec1_r02,2,fourChoices_en2ja,v0234,v0243,0
st2_sec1,st2_sec1_r03,3,fourChoices_en2ja,v0244,v0253,0
st2_sec1,st2_sec1_r04,4,fourChoices_en2ja,v0254,v0263,0
st2_sec1,st2_sec1_r05,5,fourChoices_ja2en,v0224,v0233,0
st2_sec1,st2_sec1_r06,6,fourChoices_ja2en,v0234,v0243,0
st2_sec1,st2_sec1_r07,7,fourChoices_ja2en,v0244,v0253,0
st2_sec1,st2_sec1_r08,8,fourChoices_ja2en,v0254,v0263,0
st2_sec1,st2_sec1_r09,9,typing,v0224,v0233,0
st2_sec1,st2_sec1_r10,10,typing,v0234,v0243,0
st2_sec1,st2_sec1_r11,11,typing,v0244,v0253,0
st2_sec1,st2_sec1_r12,12,typing,v0254,v0263,0
