section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st3_sec8,st3_sec8_r01,1,fourChoices_en2ja,v0885,v0894,0
st3_sec8,st3_sec8_r02,2,fourChoices_en2ja,v0895,v0904,0
st3_sec8,st3_sec8_r03,3,fourChoices_en2ja,v0905,v0914,0
st3_sec8,st3_sec8_r04,4,fourChoices_en2ja,v0915,v0924,0
st3_sec8,st3_sec8_r05,5,fourChoices_ja2en,v0885,v0894,0
st3_sec8,st3_sec8_r06,6,fourChoices_ja2en,v0895,v0904,0
st3_sec8,st3_sec8_r07,7,fourChoices_ja2en,v0905,v0914,0
st3_sec8,st3_sec8_r08,8,fourChoices_ja2en,v0915,v0924,0
st3_sec8,st3_sec8_r09,9,typing,v0885,v0894,0
st3_sec8,st3_sec8_r10,10,typing,v0895,v0904,0
st3_sec8,st3_sec8_r11,11,typing,v0905,v0914,0
st3_sec8,st3_sec8_r12,12,typing,v0915,v0924,0
