section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st2_sec2,st2_sec2_r01,1,fourChoices_en2ja,v0264,v0273,0
st2_sec2,st2_sec2_r02,2,fourChoices_en2ja,v0274,v0283,0
st2_sec2,st2_sec2_r03,3,fourChoices_en2ja,v0284,v0293,0
st2_sec2,st2_sec2_r04,4,fourChoices_en2ja,v0294,v0303,0
st2_sec2,st2_sec2_r05,5,fourChoices_ja2en,v0264,v0273,0
st2_sec2,st2_sec2_r06,6,fourChoices_ja2en,v0274,v0283,0
st2_sec2,st2_sec2_r07,7,fourChoices_ja2en,v0284,v0293,0
st2_sec2,st2_sec2_r08,8,fourChoices_ja2en,v0294,v0303,0
st2_sec2,st2_sec2_r09,9,typing,v0264,v0273,0
st2_sec2,st2_sec2_r10,10,typing,v0274,v0283,0
st2_sec2,st2_sec2_r11,11,typing,v0284,v0293,0
st2_sec2,st2_sec2_r12,12,typing,v0294,v0303,0
