section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st3_sec11,st3_sec11_r01,1,fourChoices_en2ja,v1005,v1014,0
st3_sec11,st3_sec11_r02,2,fourChoices_en2ja,v1015,v1024,0
st3_sec11,st3_sec11_r03,3,fourChoices_en2ja,v1025,v1034,0
st3_sec11,st3_sec11_r04,4,fourChoices_en2ja,v1035,v1042,0
st3_sec11,st3_sec11_r05,5,fourChoices_ja2en,v1005,v1014,0
st3_sec11,st3_sec11_r06,6,fourChoices_ja2en,v1015,v1024,0
st3_sec11,st3_sec11_r07,7,fourChoices_ja2en,v1025,v1034,0
st3_sec11,st3_sec11_r08,8,fourChoices_ja2en,v1035,v1042,0
st3_sec11,st3_sec11_r09,9,typing,v1005,v1014,0
st3_sec11,st3_sec11_r10,10,typing,v1015,v1024,0
st3_sec11,st3_sec11_r11,11,typing,v1025,v1034,0
st3_sec11,st3_sec11_r12,12,typing,v1035,v1042,0
