section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st2_sec5,st2_sec5_r01,1,fourChoices_en2ja,v0384,v0393,0
st2_sec5,st2_sec5_r02,2,fourChoices_en2ja,v0394,v0403,0
st2_sec5,st2_sec5_r03,3,fourChoices_en2ja,v0404,v0413,0
st2_sec5,st2_sec5_r04,4,fourChoices_en2ja,v0414,v0423,0
st2_sec5,st2_sec5_r05,5,fourChoices_ja2en,v0384,v0393,0
st2_sec5,st2_sec5_r06,6,fourChoices_ja2en,v0394,v0403,0
st2_sec5,st2_sec5_r07,7,fourChoices_ja2en,v0404,v0413,0
st2_sec5,st2_sec5_r08,8,fourChoices_ja2en,v0414,v0423,0
st2_sec5,st2_sec5_r09,9,typing,v0384,v0393,0
st2_sec5,st2_sec5_r10,10,typing,v0394,v0403,0
st2_sec5,st2_sec5_r11,11,typing,v0404,v0413,0
st2_sec5,st2_sec5_r12,12,typing,v0414,v0423,0
