section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st3_sec9,st3_sec9_r01,1,fourChoices_en2ja,v0925,v0934,0
st3_sec9,st3_sec9_r02,2,fourChoices_en2ja,v0935,v0944,0
st3_sec9,st3_sec9_r03,3,fourChoices_en2ja,v0945,v0954,0
st3_sec9,st3_sec9_r04,4,fourChoices_en2ja,v0955,v0964,0
st3_sec9,st3_sec9_r05,5,fourChoices_ja2en,v0925,v0934,0
st3_sec9,st3_sec9_r06,6,fourChoices_ja2en,v0935,v0944,0
st3_sec9,st3_sec9_r07,7,fourChoices_ja2en,v0945,v0954,0
st3_sec9,st3_sec9_r08,8,fourChoices_ja2en,v0955,v0964,0
st3_sec9,st3_sec9_r09,9,typing,v0925,v0934,0
st3_sec9,st3_sec9_r10,10,typing,v0935,v0944,0
st3_sec9,st3_sec9_r11,11,typing,v0945,v0954,0
st3_sec9,st3_sec9_r12,12,typing,v0955,v0964,0
