section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st4_sec4,st4_sec4_r01,1,fourChoices_en2ja,v1163,v1172,0
st4_sec4,st4_sec4_r02,2,fourChoices_en2ja,v1173,v1182,0
st4_sec4,st4_sec4_r03,3,fourChoices_en2ja,v1183,v1192,0
st4_sec4,st4_sec4_r04,4,fourChoices_en2ja,v1193,v1202,0
st4_sec4,st4_sec4_r05,5,fourChoices_ja2en,v1163,v1172,0
st4_sec4,st4_sec4_r06,6,fourChoices_ja2en,v1173,v1182,0
st4_sec4,st4_sec4_r07,7,fourChoices_ja2en,v1183,v1192,0
st4_sec4,st4_sec4_r08,8,fourChoices_ja2en,v1193,v1202,0
st4_sec4,st4_sec4_r09,9,typing,v1163,v1172,0
st4_sec4,st4_sec4_r10,10,typing,v1173,v1182,0
st4_sec4,st4_sec4_r11,11,typing,v1183,v1192,0
st4_sec4,st4_sec4_r12,12,typing,v1193,v1202,0
