section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st3_sec2,st3_sec2_r01,1,fourChoices_en2ja,v0645,v0654,0
st3_sec2,st3_sec2_r02,2,fourChoices_en2ja,v0655,v0664,0
st3_sec2,st3_sec2_r03,3,fourChoices_en2ja,v0665,v0674,0
st3_sec2,st3_sec2_r04,4,fourChoices_en2ja,v0675,v0684,0
st3_sec2,st3_sec2_r05,5,fourChoices_ja2en,v0645,v0654,0
st3_sec2,st3_sec2_r06,6,fourChoices_ja2en,v0655,v0664,0
st3_sec2,st3_sec2_r07,7,fourChoices_ja2en,v0665,v0674,0
st3_sec2,st3_sec2_r08,8,fourChoices_ja2en,v0675,v0684,0
st3_sec2,st3_sec2_r09,9,typing,v0645,v0654,0
st3_sec2,st3_sec2_r10,10,typing,v0655,v0664,0
st3_sec2,st3_sec2_r11,11,typing,v0665,v0674,0
st3_sec2,st3_sec2_r12,12,typing,v0675,v0684,0
