section_id,round_id,round_no,mode_type,word_from,word_to,is_review
st3_sec4,st3_sec4_r01,1,fourChoices_en2ja,v0725,v0734,0
st3_sec4,st3_sec4_r02,2,fourChoices_en2ja,v0735,v0744,0
st3_sec4,st3_sec4_r03,3,fourChoices_en2ja,v0745,v0754,0
st3_sec4,st3_sec4_r04,4,fourChoices_en2ja,v0755,v0764,0
st3_sec4,st3_sec4_r05,5,fourChoices_ja2en,v0725,v0734,0
st3_sec4,st3_sec4_r06,6,fourChoices_ja2en,v0735,v0744,0
st3_sec4,st3_sec4_r07,7,fourChoices_ja2en,v0745,v0754,0
st3_sec4,st3_sec4_r08,8,fourChoices_ja2en,v0755,v0764,0
st3_sec4,st3_sec4_r09,9,typing,v0725,v0734,0
st3_sec4,st3_sec4_r10,10,typing,v0735,v0744,0
st3_sec4,st3_sec4_r11,11,typing,v0745,v0754,0
st3_sec4,st3_sec4_r12,12,typing,v0755,v0764,0
