word_id,word,ja,audio,stage,section_id,hint_image
v0304,sponge,スポンジ,sponge.mp3,2,st2_sec3,
v0305,shark,サメ,shark.mp3,2,st2_sec3,
v0306,tool,道具,tool.mp3,2,st2_sec3,
v0307,fence,フェンス・柵,fence.mp3,2,st2_sec3,
v0308,noon,正午,noon.mp3,2,st2_sec3,
v0309,lesson,レッスン,lesson.mp3,2,st2_sec3,
v0310,hall,廊下・ホール,hall.mp3,2,st2_sec3,
v0311,college,大学,college.mp3,2,st2_sec3,
v0312,newspaper,新聞,newspaper.mp3,2,st2_sec3,
v0313,hair dryer,ヘアドライヤー,hair dryer.mp3,2,st2_sec3,
v0314,education,教育,education.mp3,2,st2_sec3,
v0315,police officer,警察官,police officer.mp3,2,st2_sec3,
v0316,desktop,デスクトップパソコン,desktop.mp3,2,st2_sec3,
v0317,rice cooker,炊飯器,rice cooker.mp3,2,st2_sec3,
v0318,ant,アリ,ant.mp3,2,st2_sec3,
v0319,swimsuit,水着,swimsuit.mp3,2,st2_sec3,
v0320,machine,機械,machine.mp3,2,st2_sec3,
v0321,seed,種,seed.mp3,2,st2_sec3,
v0322,bridge,橋,bridge.mp3,2,st2_sec3,
v0323,theater,劇場,theater.mp3,2,st2_sec3,
v0324,drama,ドラマ,drama.mp3,2,st2_sec3,
v0325,farmer,農家・農夫,farmer.mp3,2,st2_sec3,
v0326,straw,ストロー,straw.mp3,2,st2_sec3,
v0327,nature,自然,nature.mp3,2,st2_sec3,
v0328,fireworks display,花火大会,fireworks display.mp3,2,st2_sec3,
v0329,garbage,ゴミ,garbage.mp3,2,st2_sec3,
v0330,treasure,宝物,treasure.mp3,2,st2_sec3,
v0331,sunflower,ひまわり,sunflower.mp3,2,st2_sec3,
v0332,curry,カレー,curry.mp3,2,st2_sec3,
v0333,weekday,平日,weekday.mp3,2,st2_sec3,
v0334,information,情報,information.mp3,2,st2_sec3,
v0335,headache,頭痛,headache.mp3,2,st2_sec3,
v0336,luggage,荷物,luggage.mp3,2,st2_sec3,
v0337,garlic,ニンニク,garlic.mp3,2,st2_sec3,
v0338,jacket,ジャケット,jacket.mp3,2,st2_sec3,
v0339,knee,膝,knee.mp3,2,st2_sec3,
v0340,gun,銃,gun.mp3,2,st2_sec3,
v0341,backpack,リュックサック,backpack.mp3,2,st2_sec3,
v0342,violin,バイオリン,violin.mp3,2,st2_sec3,
v0343,kiwi fruit,キウイ,kiwi fruit.mp3,2,st2_sec3,
