word_id,word,ja,audio,stage,section_id,hint_image
v0201,winter,冬,winter.mp3,1,st1_sec6,
v0202,salt,塩,salt.mp3,1,st1_sec6,
v0203,grandmother,祖母,grandmother.mp3,1,st1_sec6,
v0204,cup,カップ,cup.mp3,1,st1_sec6,
v0205,Internet,インターネット,Internet.mp3,1,st1_sec6,
v0206,soccer,サッカー,soccer.mp3,1,st1_sec6,
v0207,video,ビデオ,video.mp3,1,st1_sec6,
v0208,paper,紙・論文,paper.mp3,1,st1_sec6,
v0209,food,食べ物,food.mp3,1,st1_sec6,
v0210,post office,郵便局,post office.mp3,1,st1_sec6,
v0211,Tuesday,火曜日,Tuesday.mp3,1,st1_sec6,
v0212,notebook,ノート,notebook.mp3,1,st1_sec6,
v0213,pencil,鉛筆,pencil.mp3,1,st1_sec6,
v0214,music,音楽,music.mp3,1,st1_sec6,
v0215,brother,兄弟,brother.mp3,1,st1_sec6,
v0216,message,メッセージ,message.mp3,1,st1_sec6,
v0217,tiger,トラ,tiger.mp3,1,st1_sec6,
v0218,river,川,river.mp3,1,st1_sec6,
v0219,taxi,タクシー,taxi.mp3,1,st1_sec6,
v0220,arm,腕,arm.mp3,1,st1_sec6,
v0221,potato,ジャガイモ,potato.mp3,1,st1_sec6,
v0222,parent,親,parent.mp3,1,st1_sec6,
v0223,game,ゲーム,game.mp3,1,st1_sec6,
