word_id,word,ja,audio,stage,section_id,hint_image
v0925,ankle,足首,ankle.mp3,3,st3_sec9,
v0926,photography,写真撮影,photography.mp3,3,st3_sec9,
v0927,emotion,感情,emotion.mp3,3,st3_sec9,
v0928,limousine,リムジン,limousine.mp3,3,st3_sec9,
v0929,hippopotamus,カバ,hippopotamus.mp3,3,st3_sec9,
v0930,remote working,リモートワーク,remote working.mp3,3,st3_sec9,
v0931,cancer,がん,cancer.mp3,3,st3_sec9,
v0932,grocery,食料雑貨,grocery.mp3,3,st3_sec9,
v0933,eyelash,まつ毛,eyelash.mp3,3,st3_sec9,
v0934,hooded sweatshirt,パーカー,hooded sweatshirt.mp3,3,st3_sec9,
v0935,illustration,イラスト,illustration.mp3,3,st3_sec9,
v0936,automobile,自動車,automobile.mp3,3,st3_sec9,
v0937,imagination,想像力,imagination.mp3,3,st3_sec9,
v0938,handmade,手作りの,handmade.mp3,3,st3_sec9,
v0939,justice,正義,justice.mp3,3,st3_sec9,
v0940,documentary,ドキュメンタリー,documentary.mp3,3,st3_sec9,
v0941,magnet,磁石,magnet.mp3,3,st3_sec9,
v0942,dairy,乳製品,dairy.mp3,3,st3_sec9,
v0943,polar bear,ホッキョクグマ,polar bear.mp3,3,st3_sec9,
v0944,election,選挙,election.mp3,3,st3_sec9,
v0945,wheelchair,車椅子,wheelchair.mp3,3,st3_sec9,
v0946,statue,像・彫像,statue.mp3,3,st3_sec9,
v0947,owner,オーナー・持ち主,owner.mp3,3,st3_sec9,
v0948,alligator,アリゲーター（ワニ）,alligator.mp3,3,st3_sec9,
v0949,notepad,メモ帳,notepad.mp3,3,st3_sec9,
v0950,government,政府,government.mp3,3,st3_sec9,
v0951,tourism,観光,tourism.mp3,3,st3_sec9,
v0952,curling,カーリング,curling.mp3,3,st3_sec9,
v0953,dragonfly,トンボ,dragonfly.mp3,3,st3_sec9,
v0954,arithmetic,算数,arithmetic.mp3,3,st3_sec9,
v0955,fountain pen,万年筆,fountain pen.mp3,3,st3_sec9,
v0956,income,収入,income.mp3,3,st3_sec9,
v0957,suspense,サスペンス,suspense.mp3,3,st3_sec9,
v0958,okra,オクラ,okra.mp3,3,st3_sec9,
v0959,peacock,クジャク,peacock.mp3,3,st3_sec9,
v0960,chestnut,栗,chestnut.mp3,3,st3_sec9,
v0961,countryside,田舎,countryside.mp3,3,st3_sec9,
v0962,gardening,ガーデニング,gardening.mp3,3,st3_sec9,
v0963,reunion,再会・同窓会,reunion.mp3,3,st3_sec9,
v0964,cab,タクシー,cab.mp3,3,st3_sec9,
