word_id,word,ja,audio,stage,section_id
v0001,leg,脚,leg.mp3,1,st1_sec1
v0002,hair,髪,hair.mp3,1,st1_sec1
v0003,Saturday,土曜日,Saturday.mp3,1,st1_sec1
v0004,library,図書館,library.mp3,1,st1_sec1
v0005,box,箱,box.mp3,1,st1_sec1
v0006,soup,スープ,soup.mp3,1,st1_sec1
v0007,pig,豚,pig.mp3,1,st1_sec1
v0008,south,南,south.mp3,1,st1_sec1
v0009,sky,空,sky.mp3,1,st1_sec1
v0010,doctor,医者,doctor.mp3,1,st1_sec1
v0011,nose,鼻,nose.mp3,1,st1_sec1
v0012,bank,銀行,bank.mp3,1,st1_sec1
v0013,yellow,黄色,yellow.mp3,1,st1_sec1
v0014,clock,時計,clock.mp3,1,st1_sec1
v0015,ball,ボール,ball.mp3,1,st1_sec1
v0016,computer,コンピュータ,computer.mp3,1,st1_sec1
v0017,shirt,シャツ,shirt.mp3,1,st1_sec1
v0018,May,5月,May.mp3,1,st1_sec1
v0019,onion,タマネギ,onion.mp3,1,st1_sec1
v0020,fish,魚,fish.mp3,1,st1_sec1
v0021,moon,月,moon.mp3,1,st1_sec1
v0022,mouse,ネズミ・マウス,mouse.mp3,1,st1_sec1
v0023,chocolate,チョコレート,chocolate.mp3,1,st1_sec1
v0024,hat,帽子,hat.mp3,1,st1_sec1
v0025,boy,男の子,boy.mp3,1,st1_sec1
v0026,T-shirt,Tシャツ,T-shirt.mp3,1,st1_sec1
v0027,woman,女性,woman.mp3,1,st1_sec1
v0028,station,駅,station.mp3,1,st1_sec1
v0029,sleep,睡眠・眠り,sleep.mp3,1,st1_sec1
v0030,building,建物,building.mp3,1,st1_sec1
v0031,flower,花,flower.mp3,1,st1_sec1
v0032,lunch,昼食・ランチ,lunch.mp3,1,st1_sec1
v0033,window,窓,window.mp3,1,st1_sec1
v0034,town,町,town.mp3,1,st1_sec1
v0035,December,12月,December.mp3,1,st1_sec1
v0036,evening,夕方・夜,evening.mp3,1,st1_sec1
v0037,ear,耳,ear.mp3,1,st1_sec1
v0038,snow,雪,snow.mp3,1,st1_sec1
v0039,green,緑,green.mp3,1,st1_sec1
v0040,letter,手紙・文字,letter.mp3,1,st1_sec1
v0041,grandfather,祖父,grandfather.mp3,1,st1_sec2
v0042,desk,机,desk.mp3,1,st1_sec2
v0043,car,車,car.mp3,1,st1_sec2
v0044,apple,リンゴ,apple.mp3,1,st1_sec2
v0045,airport,空港,airport.mp3,1,st1_sec2
v0046,summer,夏,summer.mp3,1,st1_sec2
v0047,meat,肉,meat.mp3,1,st1_sec2
v0048,boat,ボート,boat.mp3,1,st1_sec2
v0049,grandparents,祖父母,grandparents.mp3,1,st1_sec2
v0050,grandma,おばあちゃん,grandma.mp3,1,st1_sec2
v0051,hamburger,ハンバーガー,hamburger.mp3,1,st1_sec2
v0052,father,父,father.mp3,1,st1_sec2
v0053,night,夜,night.mp3,1,st1_sec2
v0054,sheep,羊,sheep.mp3,1,st1_sec2
v0055,hand,手,hand.mp3,1,st1_sec2
v0056,photo,写真,photo.mp3,1,st1_sec2
v0057,aunt,おば,aunt.mp3,1,st1_sec2
v0058,house,家,house.mp3,1,st1_sec2
v0059,August,8月,August.mp3,1,st1_sec2
v0060,vegetable,野菜,vegetable.mp3,1,st1_sec2
v0061,hundred,百,hundred.mp3,1,st1_sec2
v0062,teacher,先生,teacher.mp3,1,st1_sec2
v0063,husband,夫,husband.mp3,1,st1_sec2
v0064,plate,皿,plate.mp3,1,st1_sec2
v0065,dinner,夕食・ディナー,dinner.mp3,1,st1_sec2
v0066,sandwich,サンドイッチ,sandwich.mp3,1,st1_sec2
v0067,train,電車,train.mp3,1,st1_sec2
v0068,book,本,book.mp3,1,st1_sec2
v0069,room,部屋,room.mp3,1,st1_sec2
v0070,picture,絵・写真,picture.mp3,1,st1_sec2
v0071,glass,グラス・ガラス,glass.mp3,1,st1_sec2
v0072,team,チーム,team.mp3,1,st1_sec2
v0073,beach,ビーチ・海岸,beach.mp3,1,st1_sec2
v0074,restaurant,レストラン,restaurant.mp3,1,st1_sec2
v0075,finger,指,finger.mp3,1,st1_sec2
v0076,eye,目,eye.mp3,1,st1_sec2
v0077,hour,時間,hour.mp3,1,st1_sec2
v0078,November,11月,November.mp3,1,st1_sec2
v0079,bus,バス,bus.mp3,1,st1_sec2
v0080,strawberry,イチゴ,strawberry.mp3,1,st1_sec2
v0081,star,星,star.mp3,1,st1_sec3
v0082,breakfast,朝食,breakfast.mp3,1,st1_sec3
v0083,English,英語,English.mp3,1,st1_sec3
