word_id,word,ja,audio,stage,section_id,hint_image
v0544,apartment,アパート・マンション,apartment.mp3,2,st2_sec9,
v0545,tape,テープ,tape.mp3,2,st2_sec9,
v0546,bus station,バス停,bus station.mp3,2,st2_sec9,
v0547,firework,花火,firework.mp3,2,st2_sec9,
v0548,coat,コート,coat.mp3,2,st2_sec9,
v0549,front door,玄関,front door.mp3,2,st2_sec9,
v0550,factory,工場,factory.mp3,2,st2_sec9,
v0551,jazz,ジャズ,jazz.mp3,2,st2_sec9,
v0552,leaf,葉,leaf.mp3,2,st2_sec9,
v0553,cream,クリーム,cream.mp3,2,st2_sec9,
v0554,fire engine,消防車,fire engine.mp3,2,st2_sec9,
v0555,glue,のり・接着剤,glue.mp3,2,st2_sec9,
v0556,air conditioner,エアコン,air conditioner.mp3,2,st2_sec9,
v0557,traffic jam,渋滞,traffic jam.mp3,2,st2_sec9,
v0558,ceiling,天井,ceiling.mp3,2,st2_sec9,
v0559,bookcase,本棚,bookcase.mp3,2,st2_sec9,
v0560,pineapple,パイナップル,pineapple.mp3,2,st2_sec9,
v0561,washing machine,洗濯機,washing machine.mp3,2,st2_sec9,
v0562,panda,パンダ,panda.mp3,2,st2_sec9,
v0563,device,機器・デバイス,device.mp3,2,st2_sec9,
v0564,hometown,故郷・出身地,hometown.mp3,2,st2_sec9,
v0565,housework,家事,housework.mp3,2,st2_sec9,
v0566,forest,森,forest.mp3,2,st2_sec9,
v0567,corn,トウモロコシ,corn.mp3,2,st2_sec9,
v0568,piano,ピアノ,piano.mp3,2,st2_sec9,
v0569,grandparent,祖父母,grandparent.mp3,2,st2_sec9,
v0570,mirror,鏡,mirror.mp3,2,st2_sec9,
v0571,living room,リビングルーム,living room.mp3,2,st2_sec9,
v0572,nail,爪・釘,nail.mp3,2,st2_sec9,
v0573,schedule,スケジュール,schedule.mp3,2,st2_sec9,
v0574,childhood,子ども時代,childhood.mp3,2,st2_sec9,
v0575,tour,ツアー,tour.mp3,2,st2_sec9,
v0576,button,ボタン,button.mp3,2,st2_sec9,
v0577,level,レベル,level.mp3,2,st2_sec9,
v0578,wedding,結婚式,wedding.mp3,2,st2_sec9,
v0579,festival,祭り,festival.mp3,2,st2_sec9,
v0580,police station,警察署,police station.mp3,2,st2_sec9,
v0581,dining room,ダイニングルーム,dining room.mp3,2,st2_sec9,
v0582,score,得点・スコア,score.mp3,2,st2_sec9,
v0583,whale,クジラ,whale.mp3,2,st2_sec9,
