word_id,word,ja,audio,stage,section_id
v0605,air cleaner,空気清浄機,air cleaner.mp3,3,st3_sec1
v0606,trend,トレンド,trend.mp3,3,st3_sec1
v0607,tank,タンク,tank.mp3,3,st3_sec1
v0608,supper,夕食,supper.mp3,3,st3_sec1
v0609,triathlon,トライアスロン,triathlon.mp3,3,st3_sec1
v0610,sign language,手話,sign language.mp3,3,st3_sec1
v0611,branch,枝・支店,branch.mp3,3,st3_sec1
v0612,retirement,退職・引退,retirement.mp3,3,st3_sec1
v0613,equipment,機器・設備,equipment.mp3,3,st3_sec1
v0614,editor,編集者,editor.mp3,3,st3_sec1
v0615,instruction,指示・説明書,instruction.mp3,3,st3_sec1
v0616,atom,原子,atom.mp3,3,st3_sec1
v0617,sailboat,ヨット,sailboat.mp3,3,st3_sec1
v0618,heel,かかと,heel.mp3,3,st3_sec1
v0619,nation,国家,nation.mp3,3,st3_sec1
v0620,myth,神話,myth.mp3,3,st3_sec1
v0621,drawer,引き出し,drawer.mp3,3,st3_sec1
v0622,witness,目撃者,witness.mp3,3,st3_sec1
v0623,highway,高速道路,highway.mp3,3,st3_sec1
v0624,lifestyle,ライフスタイル,lifestyle.mp3,3,st3_sec1
v0625,brick,レンガ,brick.mp3,3,st3_sec1
v0626,employer,雇用主,employer.mp3,3,st3_sec1
v0627,operation,手術・操作,operation.mp3,3,st3_sec1
v0628,globe,地球儀,globe.mp3,3,st3_sec1
v0629,geography,地理,geography.mp3,3,st3_sec1
v0630,interview,インタビュー・面接,interview.mp3,3,st3_sec1
v0631,midday,正午,midday.mp3,3,st3_sec1
v0632,dandelion,タンポポ,dandelion.mp3,3,st3_sec1
v0633,knit cap,ニット帽,knit cap.mp3,3,st3_sec1
v0634,oatmeal,オートミール,oatmeal.mp3,3,st3_sec1
v0635,soil,土壌,soil.mp3,3,st3_sec1
v0636,humor,ユーモア,humor.mp3,3,st3_sec1
v0637,transportation,交通機関,transportation.mp3,3,st3_sec1
v0638,genius,天才,genius.mp3,3,st3_sec1
v0639,painter,画家,painter.mp3,3,st3_sec1
v0640,soy sauce,醤油,soy sauce.mp3,3,st3_sec1
v0641,downtown,繁華街・ダウンタウン,downtown.mp3,3,st3_sec1
v0642,folk,民俗,folk.mp3,3,st3_sec1
v0643,sleeping bag,寝袋,sleeping bag.mp3,3,st3_sec1
v0644,experiment,実験,experiment.mp3,3,st3_sec1
