word_id,word,ja,audio,stage,section_id,hint_image
v1043,surgeon,外科医,surgeon.mp3,4,st4_sec1,
v1044,Parliament,議会,Parliament.mp3,4,st4_sec1,
v1045,moth,ガ（蛾）,moth.mp3,4,st4_sec1,
v1046,theory,理論,theory.mp3,4,st4_sec1,
v1047,retail,小売り,retail.mp3,4,st4_sec1,
v1048,territory,領土,territory.mp3,4,st4_sec1,
v1049,participant,参加者,participant.mp3,4,st4_sec1,
v1050,lotus,ハス,lotus.mp3,4,st4_sec1,
v1051,toll,通行料,toll.mp3,4,st4_sec1,
v1052,oak,オーク（木）,oak.mp3,4,st4_sec1,
v1053,orphan,孤児,orphan.mp3,4,st4_sec1,
v1054,pension,年金,pension.mp3,4,st4_sec1,
v1055,anemia,貧血,anemia.mp3,4,st4_sec1,
v1056,measles,はしか,measles.mp3,4,st4_sec1,
v1057,sophomore,2年生,sophomore.mp3,4,st4_sec1,
v1058,rolling pin,麺棒,rolling pin.mp3,4,st4_sec1,
v1059,blood vessel,血管,blood vessel.mp3,4,st4_sec1,
v1060,slavery,奴隷制度,slavery.mp3,4,st4_sec1,
v1061,regulation,規制,regulation.mp3,4,st4_sec1,
v1062,immunity,免疫,immunity.mp3,4,st4_sec1,
v1063,dialogue,対話,dialogue.mp3,4,st4_sec1,
v1064,pepper mill,ペッパーミル,pepper mill.mp3,4,st4_sec1,
v1065,hydrangea,アジサイ,hydrangea.mp3,4,st4_sec1,
v1066,flea,ノミ,flea.mp3,4,st4_sec1,
v1067,yarn,毛糸,yarn.mp3,4,st4_sec1,
v1068,petroleum,石油,petroleum.mp3,4,st4_sec1,
v1069,intelligence,知性・インテリジェンス,intelligence.mp3,4,st4_sec1,
v1070,ecology,生態学,ecology.mp3,4,st4_sec1,
v1071,judgment,判断・審判,judgment.mp3,4,st4_sec1,
v1072,knitting needle,編み針,knitting needle.mp3,4,st4_sec1,
v1073,mackerel,サバ,mackerel.mp3,4,st4_sec1,
v1074,iris,アイリス（花）,iris.mp3,4,st4_sec1,
v1075,tongs,トング,tongs.mp3,4,st4_sec1,
v1076,a fork in the road,岐路・分岐点,a fork in the road.mp3,4,st4_sec1,
v1077,committee,委員会,committee.mp3,4,st4_sec1,
v1078,stiff shoulder,肩こり,stiff shoulder.mp3,4,st4_sec1,
v1079,undergraduate,大学生,undergraduate.mp3,4,st4_sec1,
v1080,tribe,部族,tribe.mp3,4,st4_sec1,
v1081,bouldering,ボルダリング,bouldering.mp3,4,st4_sec1,
v1082,azalea,ツツジ,azalea.mp3,4,st4_sec1,
