word_id,word,ja,audio,stage,section_id
v0001,leg,脚,leg.mp3,1,st1_sec1
v0002,hair,髪,hair.mp3,1,st1_sec1
v0003,Saturday,土曜日,Saturday.mp3,1,st1_sec1
v0004,library,図書館,library.mp3,1,st1_sec1
v0005,box,箱,box.mp3,1,st1_sec1
v0006,soup,スープ,soup.mp3,1,st1_sec1
v0007,pig,豚,pig.mp3,1,st1_sec1
v0008,south,南,south.mp3,1,st1_sec1
v0009,sky,空,sky.mp3,1,st1_sec1
v0010,doctor,医者,doctor.mp3,1,st1_sec1
v0011,nose,鼻,nose.mp3,1,st1_sec1
v0012,bank,銀行,bank.mp3,1,st1_sec1
v0013,yellow,黄色,yellow.mp3,1,st1_sec1
v0014,clock,時計,clock.mp3,1,st1_sec1
v0015,ball,ボール,ball.mp3,1,st1_sec1
v0016,computer,コンピュータ,computer.mp3,1,st1_sec1
v0017,shirt,シャツ,shirt.mp3,1,st1_sec1
v0018,May,5月,May.mp3,1,st1_sec1
v0019,onion,タマネギ,onion.mp3,1,st1_sec1
v0020,fish,魚,fish.mp3,1,st1_sec1
v0021,moon,月（地球の周りをまわるやつ）,moon.mp3,1,st1_sec1
v0022,mouse,ネズミ・マウス,mouse.mp3,1,st1_sec1
v0023,chocolate,チョコレート,chocolate.mp3,1,st1_sec1
v0024,hat,帽子（ぐるっと一周つばがあるやつ）,hat.mp3,1,st1_sec1
v0025,boy,男の子,boy.mp3,1,st1_sec1
v0026,T-shirt,Tシャツ,T-shirt.mp3,1,st1_sec1
v0027,woman,女性,woman.mp3,1,st1_sec1
v0028,station,駅,station.mp3,1,st1_sec1
v0029,sleep,睡眠・眠り,sleep.mp3,1,st1_sec1
v0030,building,建物,building.mp3,1,st1_sec1
v0031,flower,花,flower.mp3,1,st1_sec1
v0032,lunch,昼食・ランチ,lunch.mp3,1,st1_sec1
v0033,window,窓,window.mp3,1,st1_sec1
v0034,town,町,town.mp3,1,st1_sec1
v0035,December,12月,December.mp3,1,st1_sec1
v0036,evening,夕方・夜,evening.mp3,1,st1_sec1
v0037,ear,耳,ear.mp3,1,st1_sec1
v0038,snow,雪,snow.mp3,1,st1_sec1
v0039,green,緑,green.mp3,1,st1_sec1
v0040,letter,手紙・文字,letter.mp3,1,st1_sec1
