word_id,word,ja,audio,stage,section_id,hint_image
v1005,shoulder bag,ショルダーバッグ,shoulder bag.mp3,3,st3_sec11,
v1006,cavity,虫歯,cavity.mp3,3,st3_sec11,
v1007,wool,ウール,wool.mp3,3,st3_sec11,
v1008,box cutter,カッターナイフ,box cutter.mp3,3,st3_sec11,
v1009,raspberry,ラズベリー,raspberry.mp3,3,st3_sec11,
v1010,futsal,フットサル,futsal.mp3,3,st3_sec11,
v1011,cone,円すい,cone.mp3,3,st3_sec11,
v1012,scar,傷跡,scar.mp3,3,st3_sec11,
v1013,cauliflower,カリフラワー,cauliflower.mp3,3,st3_sec11,
v1014,timetable,時刻表,timetable.mp3,3,st3_sec11,
v1015,emergency,緊急事態,emergency.mp3,3,st3_sec11,
v1016,shade,影・日陰,shade.mp3,3,st3_sec11,
v1017,canal,運河,canal.mp3,3,st3_sec11,
v1018,racket,ラケット,racket.mp3,3,st3_sec11,
v1019,surgery,手術,surgery.mp3,3,st3_sec11,
v1020,detective,探偵,detective.mp3,3,st3_sec11,
v1021,runway,滑走路,runway.mp3,3,st3_sec11,
v1022,scholarship,奨学金,scholarship.mp3,3,st3_sec11,
v1023,stir-fry,炒め物,stir-fry.mp3,3,st3_sec11,
v1024,chopping board,まな板,chopping board.mp3,3,st3_sec11,
v1025,campfire,キャンプファイヤー,campfire.mp3,3,st3_sec11,
v1026,asparagus,アスパラガス,asparagus.mp3,3,st3_sec11,
v1027,walking shoes,ウォーキングシューズ,walking shoes.mp3,3,st3_sec11,
v1028,chimpanzee,チンパンジー,chimpanzee.mp3,3,st3_sec11,
v1029,funeral,葬式,funeral.mp3,3,st3_sec11,
v1030,resident,住民,resident.mp3,3,st3_sec11,
v1031,eyesight,視力,eyesight.mp3,3,st3_sec11,
v1032,poison,毒,poison.mp3,3,st3_sec11,
v1033,immigrant,移民,immigrant.mp3,3,st3_sec11,
v1034,brown rice,玄米,brown rice.mp3,3,st3_sec11,
v1035,clerk,店員・事務員,clerk.mp3,3,st3_sec11,
v1036,journey,旅,journey.mp3,3,st3_sec11,
v1037,district,地区,district.mp3,3,st3_sec11,
v1038,chemistry,化学,chemistry.mp3,3,st3_sec11,
v1039,reporter,記者・レポーター,reporter.mp3,3,st3_sec11,
v1040,cupboard,食器棚,cupboard.mp3,3,st3_sec11,
v1041,homesick,ホームシック,homesick.mp3,3,st3_sec11,
v1042,half-price,半額,half-price.mp3,3,st3_sec11,
