word_id,word,ja,audio,stage,section_id,hint_image
v0765,transport,輸送,transport.mp3,3,st3_sec5,
v0766,coast,海岸,coast.mp3,3,st3_sec5,
v0767,flood,洪水,flood.mp3,3,st3_sec5,
v0768,monorail,モノレール,monorail.mp3,3,st3_sec5,
v0769,graduation,卒業,graduation.mp3,3,st3_sec5,
v0770,crocodile,クロコダイル（ワニ）,crocodile.mp3,3,st3_sec5,
v0771,pitcher,ピッチャー・水差し,pitcher.mp3,3,st3_sec5,
v0772,handout,配布物・プリント,handout.mp3,3,st3_sec5,
v0773,proof,証拠,proof.mp3,3,st3_sec5,
v0774,research,研究,research.mp3,3,st3_sec5,
v0775,arts and crafts,工芸,arts and crafts.mp3,3,st3_sec5,
v0776,fantasy,ファンタジー,fantasy.mp3,3,st3_sec5,
v0777,blond-haired,金髪の,blond-haired.mp3,3,st3_sec5,
v0778,red bean,小豆,red bean.mp3,3,st3_sec5,
v0779,medical center,医療センター,medical center.mp3,3,st3_sec5,
v0780,vest,ベスト,vest.mp3,3,st3_sec5,
v0781,waitress,ウェイトレス,waitress.mp3,3,st3_sec5,
v0782,bucket list,やりたいことリスト,bucket list.mp3,3,st3_sec5,
v0783,gas stove,ガスコンロ,gas stove.mp3,3,st3_sec5,
v0784,debt,借金,debt.mp3,3,st3_sec5,
v0785,bridegroom,花婿,bridegroom.mp3,3,st3_sec5,
v0786,hairbrush,ヘアブラシ,hairbrush.mp3,3,st3_sec5,
v0787,lid,ふた,lid.mp3,3,st3_sec5,
v0788,skateboarding,スケートボード,skateboarding.mp3,3,st3_sec5,
v0789,goose bumps,鳥肌,goose bumps.mp3,3,st3_sec5,
v0790,cabinet,キャビネット,cabinet.mp3,3,st3_sec5,
v0791,baggage claim,手荷物受取所,baggage claim.mp3,3,st3_sec5,
v0792,mayor,市長,mayor.mp3,3,st3_sec5,
v0793,self-confidence,自信,self-confidence.mp3,3,st3_sec5,
v0794,canoe,カヌー,canoe.mp3,3,st3_sec5,
v0795,bean sprout,もやし,bean sprout.mp3,3,st3_sec5,
v0796,empire,帝国,empire.mp3,3,st3_sec5,
v0797,archery,アーチェリー,archery.mp3,3,st3_sec5,
v0798,tax-free,免税,tax-free.mp3,3,st3_sec5,
v0799,instrument,楽器・器具,instrument.mp3,3,st3_sec5,
v0800,leather shoes,革靴,leather shoes.mp3,3,st3_sec5,
v0801,crew,乗組員・クルー,crew.mp3,3,st3_sec5,
v0802,buffet,ビュッフェ,buffet.mp3,3,st3_sec5,
v0803,court,裁判所・コート,court.mp3,3,st3_sec5,
v0804,prisoner,囚人,prisoner.mp3,3,st3_sec5,
