word_id,word,ja,audio,stage,section_id
v0264,restroom,トイレ,restroom.mp3,2,st2_sec2
v0265,oven,オーブン,oven.mp3,2,st2_sec2
v0266,subway,地下鉄,subway.mp3,2,st2_sec2
v0267,grocery store,食料雑貨店,grocery store.mp3,2,st2_sec2
v0268,album,アルバム,album.mp3,2,st2_sec2
v0269,passport,パスポート,passport.mp3,2,st2_sec2
v0270,pilot,パイロット,pilot.mp3,2,st2_sec2
v0271,meal,食事,meal.mp3,2,st2_sec2
v0272,kangaroo,カンガルー,kangaroo.mp3,2,st2_sec2
v0273,turkey,七面鳥,turkey.mp3,2,st2_sec2
v0274,horror,ホラー・恐怖,horror.mp3,2,st2_sec2
v0275,freezer,冷凍庫,freezer.mp3,2,st2_sec2
v0276,noise,騒音,noise.mp3,2,st2_sec2
v0277,title,タイトル,title.mp3,2,st2_sec2
v0278,service,サービス,service.mp3,2,st2_sec2
v0279,melon,メロン,melon.mp3,2,st2_sec2
v0280,curtain,カーテン,curtain.mp3,2,st2_sec2
v0281,roof,屋根,roof.mp3,2,st2_sec2
v0282,dress,ドレス,dress.mp3,2,st2_sec2
v0283,meter,メートル,meter.mp3,2,st2_sec2
v0284,concert,コンサート,concert.mp3,2,st2_sec2
v0285,shadow,影,shadow.mp3,2,st2_sec2
v0286,calculator,電卓,calculator.mp3,2,st2_sec2
v0287,pop,ポップ・炭酸飲料,pop.mp3,2,st2_sec2
v0288,tulip,チューリップ,tulip.mp3,2,st2_sec2
v0289,village,村,village.mp3,2,st2_sec2
v0290,salad,サラダ,salad.mp3,2,st2_sec2
v0291,teenager,10代の若者,teenager.mp3,2,st2_sec2
v0292,peach,桃,peach.mp3,2,st2_sec2
v0293,hammer,ハンマー,hammer.mp3,2,st2_sec2
v0294,friendship,友情,friendship.mp3,2,st2_sec2
v0295,elevator,エレベーター,elevator.mp3,2,st2_sec2
v0296,candy,キャンディ,candy.mp3,2,st2_sec2
v0297,rose,バラ,rose.mp3,2,st2_sec2
v0298,flour,小麦粉,flour.mp3,2,st2_sec2
v0299,tennis,テニス,tennis.mp3,2,st2_sec2
v0300,battery charger,充電器,battery charger.mp3,2,st2_sec2
v0301,shelf,棚,shelf.mp3,2,st2_sec2
v0302,broccoli,ブロッコリー,broccoli.mp3,2,st2_sec2
v0303,garage,ガレージ,garage.mp3,2,st2_sec2
