word_id,word,ja,audio,stage,section_id
v0384,ad,広告,ad.mp3,2,st2_sec5
v0385,grapefruit,グレープフルーツ,grapefruit.mp3,2,st2_sec5
v0386,menu,メニュー,menu.mp3,2,st2_sec5
v0387,muscle,筋肉,muscle.mp3,2,st2_sec5
v0388,brain,脳,brain.mp3,2,st2_sec5
v0389,memory,記憶,memory.mp3,2,st2_sec5
v0390,slippers,スリッパ,slippers.mp3,2,st2_sec5
v0391,stress,ストレス,stress.mp3,2,st2_sec5
v0392,sweater,セーター,sweater.mp3,2,st2_sec5
v0393,swimming pool,プール,swimming pool.mp3,2,st2_sec5
v0394,baseball,野球,baseball.mp3,2,st2_sec5
v0395,holiday,休日・祝日,holiday.mp3,2,st2_sec5
v0396,ambulance,救急車,ambulance.mp3,2,st2_sec5
v0397,rock music,ロック音楽,rock music.mp3,2,st2_sec5
v0398,club,クラブ,club.mp3,2,st2_sec5
v0399,nurse,看護師,nurse.mp3,2,st2_sec5
v0400,gloves,手袋,gloves.mp3,2,st2_sec5
v0401,program,プログラム,program.mp3,2,st2_sec5
v0402,a.m.,午前,a.m..mp3,2,st2_sec5
v0403,uniform,制服,uniform.mp3,2,st2_sec5
v0404,volleyball,バレーボール,volleyball.mp3,2,st2_sec5
v0405,bell,ベル・鐘,bell.mp3,2,st2_sec5
v0406,salmon,サーモン,salmon.mp3,2,st2_sec5
v0407,basketball,バスケットボール,basketball.mp3,2,st2_sec5
v0408,German,ドイツ語・ドイツの,German.mp3,2,st2_sec5
v0409,planet,惑星,planet.mp3,2,st2_sec5
v0410,midnight,真夜中,midnight.mp3,2,st2_sec5
v0411,fork,フォーク,fork.mp3,2,st2_sec5
v0412,list,リスト,list.mp3,2,st2_sec5
v0413,dollar,ドル,dollar.mp3,2,st2_sec5
v0414,sofa,ソファ,sofa.mp3,2,st2_sec5
v0415,necktie,ネクタイ,necktie.mp3,2,st2_sec5
v0416,lemon,レモン,lemon.mp3,2,st2_sec5
v0417,parade,パレード,parade.mp3,2,st2_sec5
v0418,worker,労働者,worker.mp3,2,st2_sec5
v0419,pocket,ポケット,pocket.mp3,2,st2_sec5
v0420,grammar,文法,grammar.mp3,2,st2_sec5
v0421,text,テキスト,text.mp3,2,st2_sec5
v0422,cousin,いとこ,cousin.mp3,2,st2_sec5
v0423,ring,指輪,ring.mp3,2,st2_sec5
