word_id,word,ja,audio,stage,section_id,hint_image
v0081,star,星,star.mp3,1,st1_sec3,
v0082,breakfast,朝食,breakfast.mp3,1,st1_sec3,
v0083,English,英語,English.mp3,1,st1_sec3,
v0084,television,テレビ,television.mp3,1,st1_sec3,
v0085,pet,ペット,pet.mp3,1,st1_sec3,
v0086,floor,床,floor.mp3,1,st1_sec3,
v0087,morning,朝,morning.mp3,1,st1_sec3,
v0088,bath,お風呂,bath.mp3,1,st1_sec3,
v0089,country,国,country.mp3,1,st1_sec3,
v0090,map,地図,map.mp3,1,st1_sec3,
v0091,sister,姉妹,sister.mp3,1,st1_sec3,
v0092,minute,分,minute.mp3,1,st1_sec3,
v0093,month,月（〇か月）,month.mp3,1,st1_sec3,
v0094,homework,宿題,homework.mp3,1,st1_sec3,
v0095,Monday,月曜日,Monday.mp3,1,st1_sec3,
v0096,weekend,週末,weekend.mp3,1,st1_sec3,
v0097,road,道路,road.mp3,1,st1_sec3,
v0098,party,パーティー,party.mp3,1,st1_sec3,
v0099,heart,心臓・心,heart.mp3,1,st1_sec3,
v0100,hospital,病院,hospital.mp3,1,st1_sec3,
v0101,ice cream,アイスクリーム,ice cream.mp3,1,st1_sec3,
v0102,toothbrush,歯ブラシ,toothbrush.mp3,1,st1_sec3,
v0103,clothes,服,clothes.mp3,1,st1_sec3,
v0104,university,大学,university.mp3,1,st1_sec3,
v0105,tea,お茶,tea.mp3,1,st1_sec3,
v0106,June,6月,June.mp3,1,st1_sec3,
v0107,shoes,靴,shoes.mp3,1,st1_sec3,
v0108,bathroom,お手洗い・浴室,bathroom.mp3,1,st1_sec3,
v0109,bedroom,寝室,bedroom.mp3,1,st1_sec3,
v0110,daughter,娘,daughter.mp3,1,st1_sec3,
v0111,bed,ベッド,bed.mp3,1,st1_sec3,
v0112,supermarket,スーパーマーケット,supermarket.mp3,1,st1_sec3,
v0113,pants,ズボン,pants.mp3,1,st1_sec3,
v0114,wife,妻,wife.mp3,1,st1_sec3,
v0115,foot,足,foot.mp3,1,st1_sec3,
v0116,July,7月,July.mp3,1,st1_sec3,
v0117,ice,氷,ice.mp3,1,st1_sec3,
v0118,March,3月,March.mp3,1,st1_sec3,
v0119,egg,卵,egg.mp3,1,st1_sec3,
v0120,door,ドア,door.mp3,1,st1_sec3,
