word_id,word,ja,audio,stage,section_id,hint_image
v0805,ginger,ショウガ,ginger.mp3,3,st3_sec6,
v0806,tour guide,ガイド,tour guide.mp3,3,st3_sec6,
v0807,championship,選手権,championship.mp3,3,st3_sec6,
v0808,ladybug,てんとう虫,ladybug.mp3,3,st3_sec6,
v0809,seasoning,調味料,seasoning.mp3,3,st3_sec6,
v0810,bulldozer,ブルドーザー,bulldozer.mp3,3,st3_sec6,
v0811,horizon,地平線,horizon.mp3,3,st3_sec6,
v0812,rhythm,リズム,rhythm.mp3,3,st3_sec6,
v0813,prime minister,首相,prime minister.mp3,3,st3_sec6,
v0814,media,メディア,media.mp3,3,st3_sec6,
v0815,prawn,エビ（大型）,prawn.mp3,3,st3_sec6,
v0816,volunteer,ボランティア,volunteer.mp3,3,st3_sec6,
v0817,employee,従業員,employee.mp3,3,st3_sec6,
v0818,tournament,トーナメント,tournament.mp3,3,st3_sec6,
v0819,lavender,ラベンダー,lavender.mp3,3,st3_sec6,
v0820,prison,刑務所,prison.mp3,3,st3_sec6,
v0821,risk,リスク,risk.mp3,3,st3_sec6,
v0822,worm,ミミズ・虫,worm.mp3,3,st3_sec6,
v0823,bomb,爆弾,bomb.mp3,3,st3_sec6,
v0824,parachute,パラシュート,parachute.mp3,3,st3_sec6,
v0825,flowerpot,植木鉢,flowerpot.mp3,3,st3_sec6,
v0826,home economics,家庭科,home economics.mp3,3,st3_sec6,
v0827,Japanese pear,梨,Japanese pear.mp3,3,st3_sec6,
v0828,beetle,甲虫,beetle.mp3,3,st3_sec6,
v0829,needle,針,needle.mp3,3,st3_sec6,
v0830,literature,文学,literature.mp3,3,st3_sec6,
v0831,slave,奴隷,slave.mp3,3,st3_sec6,
v0832,badminton,バドミントン,badminton.mp3,3,st3_sec6,
v0833,leftover,残り物,leftover.mp3,3,st3_sec6,
v0834,lawyer,弁護士,lawyer.mp3,3,st3_sec6,
v0835,poetry,詩,poetry.mp3,3,st3_sec6,
v0836,hockey,ホッケー,hockey.mp3,3,st3_sec6,
v0837,scenery,景色,scenery.mp3,3,st3_sec6,
v0838,theme,テーマ,theme.mp3,3,st3_sec6,
v0839,headline,見出し,headline.mp3,3,st3_sec6,
v0840,fund,基金,fund.mp3,3,st3_sec6,
v0841,snowboarding,スノーボード,snowboarding.mp3,3,st3_sec6,
v0842,prayer,祈り,prayer.mp3,3,st3_sec6,
v0843,navy,海軍,navy.mp3,3,st3_sec6,
v0844,entertainment,エンターテインメント,entertainment.mp3,3,st3_sec6,
