word_id,word,ja,audio,stage,section_id,hint_image
v0725,photographer,カメラマン,photographer.mp3,3,st3_sec4,
v0726,contact lenses,コンタクトレンズ,contact lenses.mp3,3,st3_sec4,
v0727,dishwasher,食洗機,dishwasher.mp3,3,st3_sec4,
v0728,thread,糸・スレッド,thread.mp3,3,st3_sec4,
v0729,survivor,生存者,survivor.mp3,3,st3_sec4,
v0730,planetarium,プラネタリウム,planetarium.mp3,3,st3_sec4,
v0731,social studies,社会科,social studies.mp3,3,st3_sec4,
v0732,landscape,風景,landscape.mp3,3,st3_sec4,
v0733,fabric,布,fabric.mp3,3,st3_sec4,
v0734,dresser,タンス,dresser.mp3,3,st3_sec4,
v0735,rug,ラグ（敷物）,rug.mp3,3,st3_sec4,
v0736,dormitory,寮,dormitory.mp3,3,st3_sec4,
v0737,hangover,二日酔い,hangover.mp3,3,st3_sec4,
v0738,legend,伝説,legend.mp3,3,st3_sec4,
v0739,jet aircraft,ジェット機,jet aircraft.mp3,3,st3_sec4,
v0740,speech,スピーチ,speech.mp3,3,st3_sec4,
v0741,gadget,ガジェット,gadget.mp3,3,st3_sec4,
v0742,presentation,プレゼンテーション,presentation.mp3,3,st3_sec4,
v0743,lime,ライム,lime.mp3,3,st3_sec4,
v0744,gallery,ギャラリー,gallery.mp3,3,st3_sec4,
v0745,forehead,額（ひたい）,forehead.mp3,3,st3_sec4,
v0746,hay fever,花粉症,hay fever.mp3,3,st3_sec4,
v0747,clip,クリップ,clip.mp3,3,st3_sec4,
v0748,backache,腰痛・背中の痛み,backache.mp3,3,st3_sec4,
v0749,property,財産・性質,property.mp3,3,st3_sec4,
v0750,binder,ファイル・バインダー,binder.mp3,3,st3_sec4,
v0751,league,リーグ,league.mp3,3,st3_sec4,
v0752,armchair,肘掛け椅子,armchair.mp3,3,st3_sec4,
v0753,toothpick,つまようじ,toothpick.mp3,3,st3_sec4,
v0754,bride,花嫁,bride.mp3,3,st3_sec4,
v0755,daytrip,日帰り旅行,daytrip.mp3,3,st3_sec4,
v0756,movement,動き・運動,movement.mp3,3,st3_sec4,
v0757,souvenir,お土産,souvenir.mp3,3,st3_sec4,
v0758,mathematics,数学,mathematics.mp3,3,st3_sec4,
v0759,container,容器,container.mp3,3,st3_sec4,
v0760,squirrel,リス,squirrel.mp3,3,st3_sec4,
v0761,satellite,衛星,satellite.mp3,3,st3_sec4,
v0762,oxygen,酸素,oxygen.mp3,3,st3_sec4,
v0763,volcano,火山,volcano.mp3,3,st3_sec4,
v0764,lightning,稲妻・雷,lightning.mp3,3,st3_sec4,
