arrange_word_id,arrange_word,stage_id
va0101,inside,ast2
va0102,forget,ast2
va0103,garden,ast2
va0104,quick,ast2
va0105,fat,ast2
va0106,travel,ast2
va0107,hate,ast2
va0108,person,ast2
va0109,news,ast2
va0110,care,ast2
va0111,at last,ast2
va0112,throw,ast2
va0113,store,ast2
va0114,grow,ast2
va0115,shape,ast2
va0116,change,ast2
va0117,take a bath,ast2
va0118,all over,ast2
va0119,pick,ast2
va0120,spend,ast2
va0121,job,ast2
va0122,last,ast2
va0123,push,ast2
va0124,building,ast2
va0125,save,ast2
va0126,meal,ast2
va0127,mistake,ast2
va0128,careful,ast2
va0129,meeting,ast2
va0130,wonderful,ast2
va0131,ready,ast2
va0132,tasty,ast2
va0133,burn,ast2
va0134,beginner,ast2
va0135,change,ast2
va0136,minute,ast2
va0137,chopsticks,ast2
va0138,date,ast2
va0139,fishing,ast2
va0140,keep,ast2
va0141,even,ast2
va0142,useful,ast2
va0143,piece,ast2
va0144,glasses,ast2
va0145,smart,ast2
va0146,break,ast2
va0147,usually,ast2
va0148,only,ast2
va0149,fail,ast2
va0150,count,ast2
va0151,dark,ast2
va0152,vacation,ast2
va0153,should,ast2
va0154,paint,ast2
va0155,get mad,ast2
va0156,understand,ast2
va0157,ring,ast2
va0158,bill,ast2
va0159,learn to do,ast2
va0160,funny,ast2
va0161,married,ast2
va0162,brush,ast2
va0163,sweater,ast2
va0164,reading,ast2
va0165,famous,ast2
va0166,almost,ast2
va0167,set,ast2
va0168,dead,ast2
va0169,kind,ast2
va0170,put ~ off,ast2
va0171,mix,ast2
va0172,give up,ast2
va0173,fire,ast2
va0174,ground,ast2
va0175,online,ast2
va0176,crazy,ast2
va0177,sometimes,ast2
va0178,get off,ast2
va0179,could,ast2
va0180,be good at,ast2
va0181,paper,ast2
va0182,favorite,ast2
va0183,floor,ast2
va0184,act,ast2
va0185,mind,ast2
va0186,head,ast2
va0187,at first,ast2
va0188,difficult,ast2
va0189,price,ast2
va0190,heart,ast2
va0191,let,ast2
va0192,enjoy,ast2
va0193,agree,ast2
va0194,hungry,ast2
va0195,put ~ together,ast2
va0196,get dressed,ast2
va0197,finish,ast2
va0198,cleaning,ast2
va0199,behind,ast2
va0200,alone,ast2
