arrange_word_id,arrange_word,stage_id
va0901,bore,ast10
va0902,planet,ast10
va0903,development,ast10
va0904,sigh,ast10
va0905,receive,ast10
va0906,bother,ast10
va0907,essay,ast10
va0908,garbage,ast10
va0909,sink,ast10
va0910,stressful,ast10
va0911,without,ast10
va0912,bump,ast10
va0913,odd,ast10
va0914,exercise,ast10
va0915,express,ast10
va0916,race,ast10
va0917,toothpick,ast10
va0918,careless,ast10
va0919,control,ast10
va0920,introduce,ast10
va0921,government,ast10
va0922,energy,ast10
va0923,temperature,ast10
va0924,alarm,ast10
va0925,century,ast10
va0926,importance,ast10
va0927,community,ast10
va0928,get rid of,ast10
va0929,protect,ast10
va0930,medicine,ast10
va0931,creative,ast10
va0932,completely,ast10
va0933,average,ast10
va0934,junk,ast10
va0935,join,ast10
va0936,form,ast10
va0937,realize,ast10
va0938,clue,ast10
va0939,gentle,ast10
va0940,cheerful,ast10
va0941,usual,ast10
va0942,including,ast10
va0943,swing,ast10
va0944,code,ast10
va0945,fact,ast10
va0946,amazed,ast10
va0947,grocery,ast10
va0948,evil,ast10
va0949,jealous,ast10
va0950,crawl,ast10
va0951,certain,ast10
va0952,anniversary,ast10
va0953,nearly,ast10
va0954,rude,ast10
va0955,normal,ast10
va0956,bully,ast10
va0957,prefer,ast10
va0958,allow,ast10
va0959,sunset,ast10
va0960,calm,ast10
va0961,forgive,ast10
va0962,education,ast10
va0963,learning,ast10
va0964,tough,ast10
va0965,ban,ast10
va0966,shadow,ast10
va0967,decision,ast10
va0968,enter,ast10
va0969,behave,ast10
va0970,access,ast10
va0971,yard,ast10
va0972,agreement,ast10
va0973,hardworking,ast10
va0974,sort,ast10
va0975,midnight,ast10
va0976,order,ast10
va0977,bow,ast10
va0978,unfortunately,ast10
va0979,single,ast10
va0980,appointment,ast10
va0981,blame,ast10
va0982,upset,ast10
va0983,ancient,ast10
va0984,unless,ast10
va0985,information,ast10
va0986,challenge,ast10
va0987,fault,ast10
va0988,truth,ast10
va0989,chase,ast10
va0990,anger,ast10
va0991,abroad,ast10
va0992,comfortable,ast10
va0993,customer,ast10
va0994,amount,ast10
va0995,stupid,ast10
va0996,item,ast10
va0997,yell,ast10
va0998,sentence,ast10
va0999,crack,ast10
va1000,kindly,ast10
